TS,VEJNAVN,beskrivelse,ÅR,KATEGORI,taelling_type,ANTAL 7-8,ANTAL 8-9,ANTAL 9-10,ANTAL 10-11,ANTAL 11-12,ANTAL 12-13,ANTAL 13-14,ANTAL 14-15,ANTAL 15-16,ANTAL 16-17,ANTAL 17-18,ANTAL 18-19,TOTAL,længdegrader,bredegrader,KØRETØJER ÅDT,KØRETØJER HDT,CYK+KNALL ÅDT,CYK+KNALL HDT,FODGÆNGERE ÅDT,FODGÆNGERE HDT,LADCYKLER %,TUNG TRAFIK %
3,Bredgade,nord for Kongens Nytorv,2021,KØRETØJER ,Andre faste tællinger,869,870,807,735,740,742,715,766,851,895,819,782,9591,12.587600106423729,55.681163602385205,11200,12600,0,0,0,0,,0.020957147325617768
3,Bredgade,nord for Kongens Nytorv,2021,LADCYKLER,Andre faste tællinger,22,49,18,11,16,11,14,12,18,15,16,8,210,12.587600106423729,55.681163602385205,0,0,0,0,0,0,,
3,Bredgade,nord for Kongens Nytorv,2021,LASTBILER,Andre faste tællinger,26,19,22,30,27,22,7,4,1,2,2,1,163,12.587600106423729,55.681163602385205,0,0,0,0,0,0,,
3,Bredgade,nord for Kongens Nytorv,2021,PERSONBILER + MC,Andre faste tællinger,643,674,585,455,477,553,549,634,738,827,750,730,7615,12.587600106423729,55.681163602385205,0,0,0,0,0,0,,
3,Bredgade,nord for Kongens Nytorv,2021,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,198,175,193,247,232,164,156,127,108,63,64,48,1775,12.587600106423729,55.681163602385205,0,0,0,0,0,0,,
3,Bredgade,nord for Kongens Nytorv,2022,A: LET TRAFIK I ALT,Andre faste tællinger,1067,1062,801,736,729,743,686,816,971,1058,916,718,10303,12.587600106423729,55.681163602385205,0,0,0,0,0,0,,
3,Bredgade,nord for Kongens Nytorv,2022,B: TUNG TRAFIK I ALT,Andre faste tællinger,33,26,34,40,31,20,14,14,9,6,4,3,234,12.587600106423729,55.681163602385205,0,0,0,0,0,0,,
3,Bredgade,nord for Kongens Nytorv,2022,BUSSER,Andre faste tællinger,3,3,5,4,6,1,3,6,6,4,2,3,46,12.587600106423729,55.681163602385205,0,0,0,0,0,0,,
3,Bredgade,nord for Kongens Nytorv,2022,CYK+KNALL,Andre faste tællinger,698,1293,463,205,197,170,177,261,483,795,597,291,5630,12.587600106423729,55.681163602385205,0,0,5800,6900,0,0,0.045115452930728245,
3,Bredgade,nord for Kongens Nytorv,2022,CYKLER + KNALLERTER,Andre faste tællinger,669,1237,436,195,186,159,166,243,452,764,584,285,5376,12.587600106423729,55.681163602385205,0,0,0,0,0,0,,
3,Bredgade,nord for Kongens Nytorv,2022,KØRETØJER ,Andre faste tællinger,1100,1088,835,776,760,763,700,830,980,1064,920,721,10537,12.587600106423729,55.681163602385205,12300,13800,0,0,0,0,,0.02220745942867989
3,Bredgade,nord for Kongens Nytorv,2022,LADCYKLER,Andre faste tællinger,29,56,27,10,11,11,11,18,31,31,13,6,254,12.587600106423729,55.681163602385205,0,0,0,0,0,0,,
3,Bredgade,nord for Kongens Nytorv,2022,LASTBILER,Andre faste tællinger,30,23,29,36,25,19,11,8,3,2,2,0,188,12.587600106423729,55.681163602385205,0,0,0,0,0,0,,
3,Bredgade,nord for Kongens Nytorv,2022,PERSONBILER + MC,Andre faste tællinger,757,858,584,496,508,583,539,670,860,988,854,669,8366,12.587600106423729,55.681163602385205,0,0,0,0,0,0,,
3,Bredgade,nord for Kongens Nytorv,2022,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,310,204,217,240,221,160,147,146,111,70,62,49,1937,12.587600106423729,55.681163602385205,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2013,A: LET TRAFIK I ALT,Andre faste tællinger,1267,1364,1137,1035,1030,1021,999,1190,1237,1338,1130,839,13587,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2013,B: TUNG TRAFIK I ALT,Andre faste tællinger,2,1,3,1,1,2,3,1,3,2,3,1,23,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2013,BUSSER,Andre faste tællinger,0,0,0,1,0,0,0,0,0,0,3,1,5,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2013,CYK+KNALL,Andre faste tællinger,217,576,211,137,166,111,117,177,284,488,307,203,2994,12.587194935687066,55.67556235261653,0,0,3100,3700,0,0,0.011022044088176353,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2013,CYKLER + KNALLERTER,Andre faste tællinger,216,569,208,134,165,109,114,176,283,483,303,201,2961,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2013,KØRETØJER ,Andre faste tællinger,1269,1365,1140,1036,1031,1023,1002,1191,1240,1340,1133,840,13610,12.587194935687066,55.67556235261653,15900,17800,0,0,0,0,,0.0016899338721528287
4,Christian d. IV's Bro,syd for Niels Juels Gade,2013,LADCYKLER,Andre faste tællinger,1,7,3,3,1,2,3,1,1,5,4,2,33,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2013,LASTBILER,Andre faste tællinger,2,1,3,0,1,2,3,1,3,2,0,0,18,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2013,PERSONBILER + MC,Andre faste tællinger,996,1157,876,769,784,803,761,880,1044,1175,1018,749,11012,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2013,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,271,207,261,266,246,218,238,310,193,163,112,90,2575,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2014,A: LET TRAFIK I ALT,Andre faste tællinger,1263,1303,981,829,798,917,902,1090,1210,1186,1099,839,12417,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2014,B: TUNG TRAFIK I ALT,Andre faste tællinger,2,4,0,2,0,2,4,3,0,0,1,0,18,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2014,BUSSER,Andre faste tællinger,0,1,0,0,0,0,0,0,0,0,0,0,1,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2014,CYK+KNALL,Andre faste tællinger,193,417,180,78,91,117,108,128,156,369,269,127,2233,12.587194935687066,55.67556235261653,0,0,2300,2700,0,0,0.014330497089117778,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2014,CYKLER + KNALLERTER,Andre faste tællinger,188,411,178,78,87,114,105,128,155,365,268,124,2201,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2014,KØRETØJER ,Andre faste tællinger,1265,1307,981,831,798,919,906,1093,1210,1186,1100,839,12435,12.587194935687066,55.67556235261653,14500,16300,0,0,0,0,,0.0014475271411338963
4,Christian d. IV's Bro,syd for Niels Juels Gade,2014,LADCYKLER,Andre faste tællinger,5,6,2,0,4,3,3,0,1,4,1,3,32,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2014,LASTBILER,Andre faste tællinger,2,3,0,2,0,2,4,3,0,0,1,0,17,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2014,PERSONBILER + MC,Andre faste tællinger,978,1080,728,579,585,673,657,825,982,1044,973,744,9848,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2014,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,285,223,253,250,213,244,245,265,228,142,126,95,2569,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2015,A: LET TRAFIK I ALT,Andre faste tællinger,1103,1190,879,861,786,867,894,954,1083,1147,1030,793,11587,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2015,B: TUNG TRAFIK I ALT,Andre faste tællinger,3,1,0,2,1,4,1,2,1,0,0,10,25,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2015,BUSSER,Andre faste tællinger,0,0,0,0,0,1,0,0,1,0,0,0,2,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2015,CYK+KNALL,Andre faste tællinger,179,423,175,114,130,123,137,152,222,302,256,155,2368,12.587194935687066,55.67556235261653,0,0,2400,2900,0,0,0.01984797297297297,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2015,CYKLER + KNALLERTER,Andre faste tællinger,179,412,167,111,127,120,134,147,215,301,253,155,2321,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2015,KØRETØJER ,Andre faste tællinger,1106,1191,879,863,787,871,895,956,1084,1147,1030,803,11612,12.587194935687066,55.67556235261653,13600,15200,0,0,0,0,,0.0021529452290733725
4,Christian d. IV's Bro,syd for Niels Juels Gade,2015,LADCYKLER,Andre faste tællinger,0,11,8,3,3,3,3,5,7,1,3,0,47,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2015,LASTBILER,Andre faste tællinger,3,1,0,2,1,3,1,2,0,0,0,10,23,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2015,PERSONBILER + MC,Andre faste tællinger,854,983,684,632,556,670,701,694,883,1021,908,705,9291,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2015,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,249,207,195,229,230,197,193,260,200,126,122,88,2296,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2018,A: LET TRAFIK I ALT,Andre faste tællinger,1292,1349,1030,869,939,919,965,1074,1223,1406,1125,784,12975,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2018,B: TUNG TRAFIK I ALT,Andre faste tællinger,7,8,6,3,5,1,3,2,2,2,2,0,41,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2018,BUSSER,Andre faste tællinger,0,0,0,0,0,0,0,0,0,0,0,0,0,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2018,CYK+KNALL,Andre faste tællinger,389,900,358,173,200,207,231,260,456,622,427,287,4510,12.587194935687066,55.67556235261653,0,0,4600,5500,0,0,0.025720620842572064,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2018,CYKLER + KNALLERTER,Andre faste tællinger,381,874,345,166,195,194,217,256,443,616,422,285,4394,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2018,KØRETØJER ,Andre faste tællinger,1299,1357,1036,872,944,920,968,1076,1225,1408,1127,784,13016,12.587194935687066,55.67556235261653,15200,17100,0,0,0,0,,0.0031499692685925014
4,Christian d. IV's Bro,syd for Niels Juels Gade,2018,LADCYKLER,Andre faste tællinger,8,26,13,7,5,13,14,4,13,6,5,2,116,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2018,LASTBILER,Andre faste tællinger,7,8,6,3,5,1,3,2,2,2,2,0,41,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2018,PERSONBILER + MC,Andre faste tællinger,1030,1159,804,629,679,717,729,832,1033,1299,1038,722,10671,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2018,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,262,190,226,240,260,202,236,242,190,107,87,62,2304,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2020,A: LET TRAFIK I ALT,Andre faste tællinger,1131,1115,859,804,818,810,796,1065,1264,1246,1086,689,11683,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2020,B: TUNG TRAFIK I ALT,Andre faste tællinger,1,0,1,5,2,1,2,0,2,1,2,1,18,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2020,BUSSER,Andre faste tællinger,0,0,0,0,0,0,0,0,0,0,0,0,0,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2020,CYK+KNALL,Andre faste tællinger,631,1379,560,280,232,267,272,401,739,1001,790,490,7042,12.587194935687066,55.67556235261653,0,0,7300,8600,0,0,0.027833001988071572,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2020,CYKLER + KNALLERTER,Andre faste tællinger,610,1338,540,270,225,264,262,388,710,979,773,487,6846,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2020,KØRETØJER ,Andre faste tællinger,1132,1115,860,809,820,811,798,1065,1266,1247,1088,690,11701,12.587194935687066,55.67556235261653,13700,15300,0,0,0,0,,0.0015383300572600633
4,Christian d. IV's Bro,syd for Niels Juels Gade,2020,LADCYKLER,Andre faste tællinger,21,41,20,10,7,3,10,13,29,22,17,3,196,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2020,LASTBILER,Andre faste tællinger,1,0,1,5,2,1,2,0,2,1,2,1,18,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2020,PERSONBILER + MC,Andre faste tællinger,905,955,646,580,597,590,592,811,1088,1108,972,631,9475,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2020,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,226,160,213,224,221,220,204,254,176,138,114,58,2208,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2021,A: LET TRAFIK I ALT,Andre faste tællinger,1249,1245,950,801,794,833,933,1114,1168,1340,1012,688,12127,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2021,B: TUNG TRAFIK I ALT,Andre faste tællinger,4,3,2,1,1,3,0,2,0,2,0,0,18,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2021,BUSSER,Andre faste tællinger,0,0,0,0,0,0,0,0,0,0,0,0,0,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2021,CYK+KNALL,Andre faste tællinger,643,1355,524,243,245,232,348,391,635,963,820,503,6902,12.587194935687066,55.67556235261653,0,0,7100,8400,0,0,0.031005505650536076,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2021,CYKLER + KNALLERTER,Andre faste tællinger,627,1305,495,237,234,225,334,375,606,939,814,497,6688,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2021,KØRETØJER ,Andre faste tællinger,1253,1248,952,802,795,836,933,1116,1168,1342,1012,688,12145,12.587194935687066,55.67556235261653,14200,15900,0,0,0,0,,0.0014820913956360643
4,Christian d. IV's Bro,syd for Niels Juels Gade,2021,LADCYKLER,Andre faste tællinger,16,50,29,6,11,7,14,16,29,24,6,6,214,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2021,LASTBILER,Andre faste tællinger,4,3,2,1,1,3,0,2,0,2,0,0,18,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2021,PERSONBILER + MC,Andre faste tællinger,954,1013,740,587,571,622,725,847,983,1191,925,630,9788,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2021,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,295,232,210,214,223,211,208,267,185,149,87,58,2339,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2023,A: LET TRAFIK I ALT,Andre faste tællinger,973,1017,722,665,644,767,783,965,1084,1194,980,626,10420,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2023,B: TUNG TRAFIK I ALT,Andre faste tællinger,9,3,1,0,3,7,1,2,2,0,1,1,30,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2023,BUSSER,Andre faste tællinger,0,0,0,0,0,0,0,0,0,0,0,0,0,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2023,CYK+KNALL,Andre faste tællinger,737,1758,685,432,461,452,393,567,974,1461,1143,690,9753,12.587194935687066,55.67556235261653,0,0,10000,11900,0,0,0.038859837998564545,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2023,CYKLER + KNALLERTER,Andre faste tællinger,709,1673,650,415,444,428,379,538,927,1419,1116,676,9374,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2023,KØRETØJER ,Andre faste tællinger,982,1020,723,665,647,774,784,967,1086,1194,981,627,10450,12.587194935687066,55.67556235261653,12200,13700,0,0,0,0,,0.0028708133971291866
4,Christian d. IV's Bro,syd for Niels Juels Gade,2023,LADCYKLER,Andre faste tællinger,28,85,35,17,17,24,14,29,47,42,27,14,379,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2023,LASTBILER,Andre faste tællinger,9,3,1,0,3,7,1,2,2,0,1,1,30,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2023,PERSONBILER + MC,Andre faste tællinger,766,879,544,508,482,599,590,754,925,1099,920,571,8637,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
4,Christian d. IV's Bro,syd for Niels Juels Gade,2023,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,207,138,178,157,162,168,193,211,159,95,60,55,1783,12.587194935687066,55.67556235261653,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2014,A: LET TRAFIK I ALT,Søsnittet,312,398,335,394,344,387,434,416,391,349,304,321,4385,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2014,B: TUNG TRAFIK I ALT,Søsnittet,60,78,74,63,74,57,60,67,58,55,53,39,738,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2014,BUSSER,Søsnittet,55,60,55,48,51,49,50,57,53,55,53,39,625,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2014,KØRETØJER ,Søsnittet,372,476,409,457,418,444,494,483,449,404,357,360,5123,12.563772380225611,55.686726138477155,6000,6700,0,0,0,0,,0.1440562170603162
5,Dronning Louises Bro,øst for Nørrebrogade,2014,LASTBILER,Søsnittet,5,18,19,15,23,8,10,10,5,0,0,0,113,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2014,PERSONBILER + MC,Søsnittet,217,290,242,234,203,272,299,303,309,300,263,284,3216,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2014,"VAREVOGNE (MAX. 3,5 T)",Søsnittet,95,108,93,160,141,115,135,113,82,49,41,37,1169,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2015,A: LET TRAFIK I ALT,Søsnittet,306,456,360,274,280,329,389,408,411,362,331,306,4212,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2015,B: TUNG TRAFIK I ALT,Søsnittet,67,78,62,59,55,66,57,65,58,56,48,40,711,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2015,BUSSER,Søsnittet,57,62,52,48,43,52,48,56,57,55,47,40,617,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2015,KØRETØJER ,Søsnittet,373,534,422,333,335,395,446,473,469,418,379,346,4923,12.563772380225611,55.686726138477155,5800,6400,0,0,0,0,,0.14442413162705667
5,Dronning Louises Bro,øst for Nørrebrogade,2015,LASTBILER,Søsnittet,10,16,10,11,12,14,9,9,1,1,1,0,94,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2015,PERSONBILER + MC,Søsnittet,242,341,258,189,192,225,279,297,334,307,300,259,3223,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2015,"VAREVOGNE (MAX. 3,5 T)",Søsnittet,64,115,102,85,88,104,110,111,77,55,31,47,989,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2016,A: LET TRAFIK I ALT,Søsnittet,282,443,340,350,327,343,359,364,389,393,352,327,4269,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2016,B: TUNG TRAFIK I ALT,Søsnittet,61,70,71,68,57,64,60,61,59,37,48,36,692,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2016,BUSSER,Søsnittet,53,62,61,56,53,54,53,57,57,36,47,34,623,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2016,CYKLER + KNALLERTER,Søsnittet,2288,4533,2579,1712,1895,2306,2164,2597,3826,4935,5360,4561,38756,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2016,KØRETØJER ,Søsnittet,343,513,411,418,384,407,419,425,448,430,400,363,4961,12.563772380225611,55.686726138477155,5800,6500,0,0,0,0,,0.13948800645031242
5,Dronning Louises Bro,øst for Nørrebrogade,2016,LADCYKLER,Søsnittet,49,134,71,36,48,48,55,88,110,117,96,70,922,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2016,LASTBILER,Søsnittet,8,8,10,12,4,10,7,4,2,1,1,2,69,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2016,PERSONBILER + MC,Søsnittet,195,343,251,226,206,243,257,263,295,329,300,297,3205,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2016,"VAREVOGNE (MAX. 3,5 T)",Søsnittet,87,100,89,124,121,100,102,101,94,64,52,30,1064,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2017,A: LET TRAFIK I ALT,Søsnittet,266,410,338,301,350,297,336,378,407,412,419,457,4371,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2017,B: TUNG TRAFIK I ALT,Søsnittet,57,63,77,58,60,54,55,47,48,50,46,37,652,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2017,BUSSER,Søsnittet,46,48,63,48,46,48,51,44,46,49,46,37,572,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2017,CYKLER + KNALLERTER,Søsnittet,1725,3793,1844,1364,1324,1411,1447,1864,2717,3500,2979,2244,26212,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2017,KØRETØJER ,Søsnittet,323,473,415,359,410,351,391,425,455,462,465,494,5023,12.563772380225611,55.686726138477155,5900,6600,0,0,0,0,,0.12980290662950428
5,Dronning Louises Bro,øst for Nørrebrogade,2017,LADCYKLER,Søsnittet,68,116,50,46,55,34,62,74,107,104,35,39,790,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2017,LASTBILER,Søsnittet,11,15,14,10,14,6,4,3,2,1,0,0,80,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2017,PERSONBILER + MC,Søsnittet,203,312,263,205,240,202,243,302,320,334,351,400,3375,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2017,"VAREVOGNE (MAX. 3,5 T)",Søsnittet,63,98,75,96,110,95,93,76,87,78,68,57,996,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2018,A: LET TRAFIK I ALT,Søsnittet,255,336,270,285,343,320,331,375,337,293,301,268,3714,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2018,B: TUNG TRAFIK I ALT,Søsnittet,63,58,61,58,55,55,57,50,47,52,50,39,645,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2018,BUSSER,Søsnittet,48,50,50,46,43,42,48,46,46,50,49,37,555,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2018,CYKLER + KNALLERTER,Søsnittet,2233,4746,2364,1565,1636,1915,1774,2242,3514,4267,4008,2883,33147,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2018,KØRETØJER ,Søsnittet,318,394,331,343,398,375,388,425,384,345,351,307,4359,12.563772380225611,55.686726138477155,5100,5700,0,0,0,0,,0.14796971782518925
5,Dronning Louises Bro,øst for Nørrebrogade,2018,LADCYKLER,Søsnittet,106,166,76,88,49,69,69,76,153,135,121,53,1161,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2018,LASTBILER,Søsnittet,15,8,11,12,12,13,9,4,1,2,1,2,90,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
5,Dronning Louises Bro,øst for Nørrebrogade,2018,PERSONBILER + MC,Søsnittet,179,263,185,188,223,218,216,264,262,247,256,240,2741,12.563772380225611,55.686726138477155,0,0,0,0,0,0,,
