TS,VEJNAVN,beskrivelse,ÅR,KATEGORI,taelling_type,ANTAL 7-8,ANTAL 8-9,ANTAL 9-10,ANTAL 10-11,ANTAL 11-12,ANTAL 12-13,ANTAL 13-14,ANTAL 14-15,ANTAL 15-16,ANTAL 16-17,ANTAL 17-18,ANTAL 18-19,TOTAL,længdegrader,bredegrader,KØRETØJER ÅDT,KØRETØJER HDT,CYK+KNALL ÅDT,CYK+KNALL HDT,FODGÆNGERE ÅDT,FODGÆNGERE HDT,LADCYKLER %,TUNG TRAFIK %
57,Østbanegade,nord for Classensgade,2019,KØRETØJER ,Søsnittet,21,37,23,27,16,42,17,34,39,46,30,29,361,12.591555819239037,55.69948510717181,400,500,0,0,0,0,,0.019390581717451522
57,Østbanegade,nord for Classensgade,2019,KØRETØJER ,Søsnittet,21,37,23,27,16,42,17,34,39,46,30,29,361,12.591555819239037,55.69948510717181,400,500,0,0,0,0,,0.019390581717451522
57,Østbanegade,nord for Classensgade,2019,LADCYKLER,Søsnittet,2,9,3,7,2,1,1,2,3,10,4,5,49,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2019,LADCYKLER,Søsnittet,2,9,3,7,2,1,1,2,3,10,4,5,49,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2019,LASTBILER,Søsnittet,0,0,1,3,0,2,0,1,0,0,0,0,7,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2019,LASTBILER,Søsnittet,0,0,1,3,0,2,0,1,0,0,0,0,7,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2019,PERSONBILER + MC,Søsnittet,18,24,15,16,8,34,13,21,33,42,30,27,281,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2019,PERSONBILER + MC,Søsnittet,18,24,15,16,8,34,13,21,33,42,30,27,281,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2019,"VAREVOGNE (MAX. 3,5 T)",Søsnittet,3,13,7,8,8,6,4,12,6,4,0,2,73,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2019,"VAREVOGNE (MAX. 3,5 T)",Søsnittet,3,13,7,8,8,6,4,12,6,4,0,2,73,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2020,A: LET TRAFIK I ALT,Søsnittet,23,32,22,22,22,27,21,29,37,34,20,22,311,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2020,A: LET TRAFIK I ALT,Søsnittet,23,32,22,22,22,27,21,29,37,34,20,22,311,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2020,B: TUNG TRAFIK I ALT,Søsnittet,2,7,3,3,1,3,2,0,0,0,0,1,22,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2020,B: TUNG TRAFIK I ALT,Søsnittet,2,7,3,3,1,3,2,0,0,0,0,1,22,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2020,BUSSER,Søsnittet,0,2,0,0,0,0,0,0,0,0,0,0,2,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2020,BUSSER,Søsnittet,0,2,0,0,0,0,0,0,0,0,0,0,2,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2020,CYK+KNALL,Søsnittet,245,347,111,69,65,88,114,182,293,252,259,144,2169,12.591555819239037,55.69948510717181,0,0,2200,2600,0,0,0.028123559243891195,
57,Østbanegade,nord for Classensgade,2020,CYK+KNALL,Søsnittet,245,347,111,69,65,88,114,182,293,252,259,144,2169,12.591555819239037,55.69948510717181,0,0,2200,2600,0,0,0.028123559243891195,
57,Østbanegade,nord for Classensgade,2020,CYKLER + KNALLERTER,Søsnittet,241,336,110,67,65,87,113,175,279,238,256,141,2108,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2020,CYKLER + KNALLERTER,Søsnittet,241,336,110,67,65,87,113,175,279,238,256,141,2108,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2020,KØRETØJER ,Søsnittet,25,39,25,25,23,30,23,29,37,34,20,23,333,12.591555819239037,55.69948510717181,400,400,0,0,0,0,,0.06606606606606606
57,Østbanegade,nord for Classensgade,2020,KØRETØJER ,Søsnittet,25,39,25,25,23,30,23,29,37,34,20,23,333,12.591555819239037,55.69948510717181,400,400,0,0,0,0,,0.06606606606606606
57,Østbanegade,nord for Classensgade,2020,LADCYKLER,Søsnittet,4,11,1,2,0,1,1,7,14,14,3,3,61,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2020,LADCYKLER,Søsnittet,4,11,1,2,0,1,1,7,14,14,3,3,61,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2020,LASTBILER,Søsnittet,2,5,3,3,1,3,2,0,0,0,0,1,20,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2020,LASTBILER,Søsnittet,2,5,3,3,1,3,2,0,0,0,0,1,20,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2020,PERSONBILER + MC,Søsnittet,19,28,14,15,17,22,17,23,29,27,20,21,252,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2020,PERSONBILER + MC,Søsnittet,19,28,14,15,17,22,17,23,29,27,20,21,252,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2020,"VAREVOGNE (MAX. 3,5 T)",Søsnittet,4,4,8,7,5,5,4,6,8,7,0,1,59,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2020,"VAREVOGNE (MAX. 3,5 T)",Søsnittet,4,4,8,7,5,5,4,6,8,7,0,1,59,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2021,A: LET TRAFIK I ALT,Søsnittet,52,81,38,32,30,26,22,29,50,45,39,51,495,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2021,A: LET TRAFIK I ALT,Søsnittet,52,81,38,32,30,26,22,29,50,45,39,51,495,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2021,B: TUNG TRAFIK I ALT,Søsnittet,3,4,3,4,3,0,3,0,0,2,1,0,23,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2021,B: TUNG TRAFIK I ALT,Søsnittet,3,4,3,4,3,0,3,0,0,2,1,0,23,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2021,BUSSER,Søsnittet,0,1,0,1,1,0,1,0,0,0,0,0,4,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2021,BUSSER,Søsnittet,0,1,0,1,1,0,1,0,0,0,0,0,4,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2021,CYK+KNALL,Søsnittet,209,288,107,63,66,53,76,85,141,199,138,94,1519,12.591555819239037,55.69948510717181,0,0,1600,1900,0,0,0.042791310072416065,
57,Østbanegade,nord for Classensgade,2021,CYK+KNALL,Søsnittet,209,288,107,63,66,53,76,85,141,199,138,94,1519,12.591555819239037,55.69948510717181,0,0,1600,1900,0,0,0.042791310072416065,
57,Østbanegade,nord for Classensgade,2021,CYKLER + KNALLERTER,Søsnittet,202,274,102,60,65,51,74,81,136,188,135,86,1454,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2021,CYKLER + KNALLERTER,Søsnittet,202,274,102,60,65,51,74,81,136,188,135,86,1454,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2021,KØRETØJER ,Søsnittet,55,85,41,36,33,26,25,29,50,47,40,51,518,12.591555819239037,55.69948510717181,600,700,0,0,0,0,,0.0444015444015444
57,Østbanegade,nord for Classensgade,2021,KØRETØJER ,Søsnittet,55,85,41,36,33,26,25,29,50,47,40,51,518,12.591555819239037,55.69948510717181,600,700,0,0,0,0,,0.0444015444015444
57,Østbanegade,nord for Classensgade,2021,LADCYKLER,Søsnittet,7,14,5,3,1,2,2,4,5,11,3,8,65,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2021,LADCYKLER,Søsnittet,7,14,5,3,1,2,2,4,5,11,3,8,65,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2021,LASTBILER,Søsnittet,3,3,3,3,2,0,2,0,0,2,1,0,19,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2021,LASTBILER,Søsnittet,3,3,3,3,2,0,2,0,0,2,1,0,19,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2021,PERSONBILER + MC,Søsnittet,36,61,29,19,19,20,17,26,44,42,37,48,398,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2021,PERSONBILER + MC,Søsnittet,36,61,29,19,19,20,17,26,44,42,37,48,398,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2021,"VAREVOGNE (MAX. 3,5 T)",Søsnittet,16,20,9,13,11,6,5,3,6,3,2,3,97,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2021,"VAREVOGNE (MAX. 3,5 T)",Søsnittet,16,20,9,13,11,6,5,3,6,3,2,3,97,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2022,A: LET TRAFIK I ALT,Søsnittet,44,62,34,21,39,16,22,34,63,60,46,37,478,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2022,A: LET TRAFIK I ALT,Søsnittet,44,62,34,21,39,16,22,34,63,60,46,37,478,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2022,B: TUNG TRAFIK I ALT,Søsnittet,2,2,3,3,2,1,0,1,1,2,0,2,19,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2022,B: TUNG TRAFIK I ALT,Søsnittet,2,2,3,3,2,1,0,1,1,2,0,2,19,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2022,BUSSER,Søsnittet,0,0,0,0,0,0,0,0,0,0,0,1,1,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2022,BUSSER,Søsnittet,0,0,0,0,0,0,0,0,0,0,0,1,1,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2022,CYK+KNALL,Søsnittet,251,368,139,94,78,138,121,143,265,289,228,135,2249,12.591555819239037,55.69948510717181,0,0,2300,2700,0,0,0.0377945753668297,
57,Østbanegade,nord for Classensgade,2022,CYK+KNALL,Søsnittet,251,368,139,94,78,138,121,143,265,289,228,135,2249,12.591555819239037,55.69948510717181,0,0,2300,2700,0,0,0.0377945753668297,
57,Østbanegade,nord for Classensgade,2022,CYKLER + KNALLERTER,Søsnittet,246,345,136,93,75,136,120,139,247,269,224,134,2164,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2022,CYKLER + KNALLERTER,Søsnittet,246,345,136,93,75,136,120,139,247,269,224,134,2164,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2022,KØRETØJER ,Søsnittet,46,64,37,24,41,17,22,35,64,62,46,39,497,12.591555819239037,55.69948510717181,600,700,0,0,0,0,,0.03822937625754527
57,Østbanegade,nord for Classensgade,2022,KØRETØJER ,Søsnittet,46,64,37,24,41,17,22,35,64,62,46,39,497,12.591555819239037,55.69948510717181,600,700,0,0,0,0,,0.03822937625754527
57,Østbanegade,nord for Classensgade,2022,LADCYKLER,Søsnittet,5,23,3,1,3,2,1,4,18,20,4,1,85,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2022,LADCYKLER,Søsnittet,5,23,3,1,3,2,1,4,18,20,4,1,85,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2022,LASTBILER,Søsnittet,2,2,3,3,2,1,0,1,1,2,0,1,18,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2022,LASTBILER,Søsnittet,2,2,3,3,2,1,0,1,1,2,0,1,18,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2022,PERSONBILER + MC,Søsnittet,29,48,25,14,26,13,20,33,55,57,36,37,393,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2022,PERSONBILER + MC,Søsnittet,29,48,25,14,26,13,20,33,55,57,36,37,393,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2022,"VAREVOGNE (MAX. 3,5 T)",Søsnittet,15,14,9,7,13,3,2,1,8,3,10,0,85,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2022,"VAREVOGNE (MAX. 3,5 T)",Søsnittet,15,14,9,7,13,3,2,1,8,3,10,0,85,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2023,A: LET TRAFIK I ALT,Søsnittet,64,73,61,39,40,55,57,51,69,103,91,36,739,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2023,A: LET TRAFIK I ALT,Søsnittet,64,73,61,39,40,55,57,51,69,103,91,36,739,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2023,B: TUNG TRAFIK I ALT,Søsnittet,4,4,2,2,4,1,1,4,0,0,0,2,24,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2023,B: TUNG TRAFIK I ALT,Søsnittet,4,4,2,2,4,1,1,4,0,0,0,2,24,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2023,BUSSER,Søsnittet,1,1,0,0,0,0,0,1,0,0,0,1,4,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2023,BUSSER,Søsnittet,1,1,0,0,0,0,0,1,0,0,0,1,4,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2023,CYK+KNALL,Søsnittet,305,452,180,76,124,112,101,149,314,364,306,133,2616,12.591555819239037,55.69948510717181,0,0,2700,3200,0,0,0.03707951070336391,
57,Østbanegade,nord for Classensgade,2023,CYK+KNALL,Søsnittet,305,452,180,76,124,112,101,149,314,364,306,133,2616,12.591555819239037,55.69948510717181,0,0,2700,3200,0,0,0.03707951070336391,
57,Østbanegade,nord for Classensgade,2023,CYKLER + KNALLERTER,Søsnittet,298,419,178,76,122,109,100,146,294,343,302,132,2519,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2023,CYKLER + KNALLERTER,Søsnittet,298,419,178,76,122,109,100,146,294,343,302,132,2519,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2023,KØRETØJER ,Søsnittet,68,77,63,41,44,56,58,55,69,103,91,38,763,12.591555819239037,55.69948510717181,900,1000,0,0,0,0,,0.03145478374836173
57,Østbanegade,nord for Classensgade,2023,KØRETØJER ,Søsnittet,68,77,63,41,44,56,58,55,69,103,91,38,763,12.591555819239037,55.69948510717181,900,1000,0,0,0,0,,0.03145478374836173
57,Østbanegade,nord for Classensgade,2023,LADCYKLER,Søsnittet,7,33,2,0,2,3,1,3,20,21,4,1,97,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2023,LADCYKLER,Søsnittet,7,33,2,0,2,3,1,3,20,21,4,1,97,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2023,LASTBILER,Søsnittet,3,3,2,2,4,1,1,3,0,0,0,1,20,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2023,LASTBILER,Søsnittet,3,3,2,2,4,1,1,3,0,0,0,1,20,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2023,PERSONBILER + MC,Søsnittet,45,61,48,26,28,42,42,43,60,95,87,34,611,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2023,PERSONBILER + MC,Søsnittet,45,61,48,26,28,42,42,43,60,95,87,34,611,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2023,"VAREVOGNE (MAX. 3,5 T)",Søsnittet,19,12,13,13,12,13,15,8,9,8,4,2,128,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
57,Østbanegade,nord for Classensgade,2023,"VAREVOGNE (MAX. 3,5 T)",Søsnittet,19,12,13,13,12,13,15,8,9,8,4,2,128,12.591555819239037,55.69948510717181,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2013,A: LET TRAFIK I ALT,Andre faste tællinger,993,884,634,607,566,598,596,735,829,798,775,582,8597,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2013,B: TUNG TRAFIK I ALT,Andre faste tællinger,23,29,27,35,21,22,21,21,23,19,17,11,269,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2013,BUSSER,Andre faste tællinger,11,18,11,11,11,8,13,12,20,14,11,9,149,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2013,CYK+KNALL,Andre faste tællinger,265,369,161,106,70,89,129,126,262,262,283,195,2317,12.564264720961644,55.70566503366396,0,0,2400,2800,0,0,0.01985325852395339,
58,Øster Allé,øst for Nørre Allé,2013,CYKLER + KNALLERTER,Andre faste tællinger,264,362,155,103,70,89,126,123,253,259,279,188,2271,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2013,KØRETØJER ,Andre faste tællinger,1016,913,661,642,587,620,617,756,852,817,792,593,8866,12.564264720961644,55.70566503366396,10400,11600,0,0,0,0,,0.030340627114820662
58,Øster Allé,øst for Nørre Allé,2013,LADCYKLER,Andre faste tællinger,1,7,6,3,0,0,3,3,9,3,4,7,46,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2013,LASTBILER,Andre faste tællinger,12,11,16,24,10,14,8,9,3,5,6,2,120,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2013,PERSONBILER + MC,Andre faste tællinger,857,758,503,458,419,448,464,557,708,714,717,526,7129,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2013,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,136,126,131,149,147,150,132,178,121,84,58,56,1468,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2015,A: LET TRAFIK I ALT,Andre faste tællinger,1030,1092,804,656,640,659,667,780,909,969,844,664,9714,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2015,B: TUNG TRAFIK I ALT,Andre faste tællinger,22,37,34,36,28,31,25,30,24,18,12,11,308,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2015,BUSSER,Andre faste tællinger,11,18,14,10,8,15,12,14,20,12,10,9,153,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2015,CYK+KNALL,Andre faste tællinger,169,250,103,98,96,85,74,123,175,203,197,104,1677,12.564264720961644,55.70566503366396,0,0,1700,2000,0,0,0.01967799642218247,
58,Øster Allé,øst for Nørre Allé,2015,CYKLER + KNALLERTER,Andre faste tællinger,165,247,96,97,96,84,74,117,173,197,196,102,1644,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2015,KØRETØJER ,Andre faste tællinger,1052,1129,838,692,668,690,692,810,933,987,856,675,10022,12.564264720961644,55.70566503366396,11700,13100,0,0,0,0,,0.030732388744761526
58,Øster Allé,øst for Nørre Allé,2015,LADCYKLER,Andre faste tællinger,4,3,7,1,0,1,0,6,2,6,1,2,33,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2015,LASTBILER,Andre faste tællinger,11,19,20,26,20,16,13,16,4,6,2,2,155,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2015,PERSONBILER + MC,Andre faste tællinger,914,992,659,499,475,514,541,650,779,890,774,603,8290,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2015,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,116,100,145,157,165,145,126,130,130,79,70,61,1424,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2016,A: LET TRAFIK I ALT,Andre faste tællinger,1127,946,743,666,627,755,701,849,939,935,948,691,9927,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2016,B: TUNG TRAFIK I ALT,Andre faste tællinger,28,38,35,22,29,29,22,22,32,17,15,10,299,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2016,BUSSER,Andre faste tællinger,11,18,11,10,9,11,10,11,22,12,13,7,145,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2016,CYK+KNALL,Andre faste tællinger,278,349,146,75,78,95,98,173,241,358,341,210,2442,12.564264720961644,55.70566503366396,0,0,2500,3000,0,0,0.02457002457002457,
58,Øster Allé,øst for Nørre Allé,2016,CYKLER + KNALLERTER,Andre faste tællinger,273,338,143,74,77,93,98,167,232,345,337,205,2382,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2016,KØRETØJER ,Andre faste tællinger,1155,984,778,688,656,784,723,871,971,952,963,701,10226,12.564264720961644,55.70566503366396,12000,13400,0,0,0,0,,0.029239194210835127
58,Øster Allé,øst for Nørre Allé,2016,LADCYKLER,Andre faste tællinger,5,11,3,1,1,2,0,6,9,13,4,5,60,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2016,LASTBILER,Andre faste tællinger,17,20,24,12,20,18,12,11,10,5,2,3,154,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2016,PERSONBILER + MC,Andre faste tællinger,1001,825,616,514,482,593,586,687,811,850,888,632,8485,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2016,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,126,121,127,152,145,162,115,162,128,85,60,59,1442,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2018,A: LET TRAFIK I ALT,Andre faste tællinger,952,904,651,615,625,554,569,617,638,692,677,459,7953,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2018,B: TUNG TRAFIK I ALT,Andre faste tællinger,14,22,17,6,21,17,10,14,13,4,2,3,143,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2018,BUSSER,Andre faste tællinger,2,10,3,0,0,2,1,3,12,2,1,1,37,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2018,CYK+KNALL,Andre faste tællinger,285,403,170,95,102,94,102,144,271,325,321,204,2516,12.564264720961644,55.70566503366396,0,0,2600,3100,0,0,0.025039745627980923,
58,Øster Allé,øst for Nørre Allé,2018,CYKLER + KNALLERTER,Andre faste tællinger,279,391,168,94,100,92,100,137,263,314,314,201,2453,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2018,KØRETØJER ,Andre faste tællinger,966,926,668,621,646,571,579,631,651,696,679,462,8096,12.564264720961644,55.70566503366396,9500,10600,0,0,0,0,,0.017663043478260868
58,Øster Allé,øst for Nørre Allé,2018,LADCYKLER,Andre faste tællinger,6,12,2,1,2,2,2,7,8,11,7,3,63,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2018,LASTBILER,Andre faste tællinger,12,12,14,6,21,15,9,11,1,2,1,2,106,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2018,PERSONBILER + MC,Andre faste tællinger,827,792,535,449,463,424,438,482,561,626,613,416,6626,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2018,"VAREVOGNE (MAX. 3,5 T)",Andre faste tællinger,125,112,116,166,162,130,131,135,77,66,64,43,1327,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2019,A: LET TRAFIK I ALT,Andre faste tællinger,950,865,599,571,520,573,505,593,657,649,624,483,7589,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2019,B: TUNG TRAFIK I ALT,Andre faste tællinger,13,27,13,19,11,12,7,9,14,5,4,4,138,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2019,BUSSER,Andre faste tællinger,3,13,2,2,0,2,2,0,9,3,0,1,37,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2019,CYK+KNALL,Andre faste tællinger,269,423,193,76,89,82,97,129,243,298,241,174,2314,12.564264720961644,55.70566503366396,0,0,2400,2800,0,0,0.03327571305099395,
58,Øster Allé,øst for Nørre Allé,2019,CYKLER + KNALLERTER,Andre faste tællinger,262,408,189,71,86,80,96,123,228,285,237,172,2237,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
58,Øster Allé,øst for Nørre Allé,2019,KØRETØJER ,Andre faste tællinger,963,892,612,590,531,585,512,602,671,654,628,487,7727,12.564264720961644,55.70566503366396,9000,10100,0,0,0,0,,0.01785945386307752
58,Øster Allé,øst for Nørre Allé,2019,LADCYKLER,Andre faste tællinger,7,15,4,5,3,2,1,6,15,13,4,2,77,12.564264720961644,55.70566503366396,0,0,0,0,0,0,,
