TS,VEJNAVN,ÅR,KATEGORI,ANTAL 7-8,ANTAL 8-9,ANTAL 9-10,ANTAL 10-11,ANTAL 11-12,ANTAL 12-13,ANTAL 13-14,ANTAL 14-15,ANTAL 15-16,ANTAL 16-17,ANTAL 17-18,ANTAL 18-19
71,Horsebakken n.f. Mosesvinget ,2021,LASTBILER,1,1,0,3,1,2,0,0,1,0,0,0
71,Horsebakken n.f. Mosesvinget ,2021,PERSONBILER + MC,270,267,106,104,110,122,121,155,281,256,205,157
71,Horsebakken n.f. Mosesvinget ,2021,"VAREVOGNE (MAX. 3,5 T)",43,35,23,25,20,25,24,33,39,28,28,10
71,Horsebakken n.f. Mosesvinget ,2014,A+B: KØRETØJER I ALT,285,315,153,125,102,109,120,177,241,338,272,153
71,Horsebakken n.f. Mosesvinget ,2014,A: LET TRAFIK I ALT,280,310,147,117,97,105,116,170,235,333,268,149
71,Horsebakken n.f. Mosesvinget ,2014,B: TUNG TRAFIK I ALT,5,5,6,8,5,4,4,7,6,5,4,4
71,Horsebakken n.f. Mosesvinget ,2014,BUSSER,4,4,4,4,4,4,4,4,4,4,4,4
71,Horsebakken n.f. Mosesvinget ,2014,CYKLER + KNALLERTER I ALT,128,106,40,23,28,25,35,59,70,98,68,56
71,Horsebakken n.f. Mosesvinget ,2014,LASTBILER,1,1,2,4,1,0,0,3,2,1,0,0
71,Horsebakken n.f. Mosesvinget ,2014,PERSONBILER + MC,239,274,121,91,76,73,90,147,200,296,240,132
71,Horsebakken n.f. Mosesvinget ,2014,"VAREVOGNE (MAX. 3,5 T)",41,36,26,26,21,32,26,23,35,37,28,17
71,Horsebakken n.f. Mosesvinget ,2015,A+B: KØRETØJER I ALT,281,271,141,101,124,119,130,166,249,303,255,172
71,Horsebakken n.f. Mosesvinget ,2015,A: LET TRAFIK I ALT,275,267,132,93,119,114,124,162,245,298,252,168
71,Horsebakken n.f. Mosesvinget ,2015,B: TUNG TRAFIK I ALT,6,4,9,8,5,5,6,4,4,5,3,4
71,Horsebakken n.f. Mosesvinget ,2015,BUSSER,4,3,7,4,4,3,5,4,3,4,3,3
71,Horsebakken n.f. Mosesvinget ,2015,CYKLER + KNALLERTER I ALT,136,110,40,29,25,24,35,47,103,145,109,60
71,Horsebakken n.f. Mosesvinget ,2015,LASTBILER,2,1,2,4,1,2,1,0,1,1,0,1
71,Horsebakken n.f. Mosesvinget ,2015,PERSONBILER + MC,233,227,111,74,94,88,87,128,199,271,229,150
71,Horsebakken n.f. Mosesvinget ,2015,"VAREVOGNE (MAX. 3,5 T)",42,40,21,19,25,26,37,34,46,27,23,18
71,Horsebakken n.f. Mosesvinget ,2022,A+B: KØRETØJER I ALT,260,258,145,110,166,157,150,186,262,271,247,186
71,Horsebakken n.f. Mosesvinget ,2022,A: LET TRAFIK I ALT,252,251,136,104,155,147,146,180,254,266,239,178
71,Horsebakken n.f. Mosesvinget ,2022,B: TUNG TRAFIK I ALT,8,7,9,6,11,10,4,6,8,5,8,8
71,Horsebakken n.f. Mosesvinget ,2022,BUSSER,6,6,5,4,5,5,4,6,7,5,7,7
71,Horsebakken n.f. Mosesvinget ,2022,CYKLER + KNALLERTER I ALT,182,229,66,43,36,43,49,81,150,203,159,119
71,Horsebakken n.f. Mosesvinget ,2022,LASTBILER,2,1,4,2,6,5,0,0,1,0,1,1
71,Horsebakken n.f. Mosesvinget ,2022,PERSONBILER + MC,216,215,114,86,122,119,118,143,210,241,221,165
71,Horsebakken n.f. Mosesvinget ,2022,"VAREVOGNE (MAX. 3,5 T)",36,36,22,18,33,28,28,37,44,25,18,13
71,Horsebakken n.f. Mosesvinget ,2023,A+B: KØRETØJER I ALT,236,208,133,139,144,123,146,195,271,272,234,148
71,Horsebakken n.f. Mosesvinget ,2023,A: LET TRAFIK I ALT,228,200,129,135,140,119,142,188,266,266,228,141
71,Horsebakken n.f. Mosesvinget ,2023,B: TUNG TRAFIK I ALT,8,8,4,4,4,4,4,7,5,6,6,7
71,Horsebakken n.f. Mosesvinget ,2023,BUSSER,6,6,4,4,4,4,4,6,5,4,6,7
71,Horsebakken n.f. Mosesvinget ,2023,CYKLER + KNALLERTER I ALT,186,186,66,42,38,62,67,94,136,182,157,79
71,Horsebakken n.f. Mosesvinget ,2023,LASTBILER,2,2,0,0,0,0,0,1,0,2,0,0
71,Horsebakken n.f. Mosesvinget ,2023,PERSONBILER + MC,190,159,99,112,115,97,121,143,221,233,203,134
71,Horsebakken n.f. Mosesvinget ,2023,"VAREVOGNE (MAX. 3,5 T)",38,41,30,23,25,22,21,45,45,33,25,7
71,Horsebakken n.f. Mosesvinget ,2013,A+B: KØRETØJER I ALT,272,295,129,111,123,162,131,180,245,299,242,181
71,Horsebakken n.f. Mosesvinget ,2013,A: LET TRAFIK I ALT,268,287,123,106,118,155,125,175,238,290,238,177
71,Horsebakken n.f. Mosesvinget ,2013,B: TUNG TRAFIK I ALT,4,8,6,5,5,7,6,5,7,9,4,4
71,Horsebakken n.f. Mosesvinget ,2013,CYKLER + KNALLERTER,212,225,68,41,39,43,64,107,151,189,188,97
71,Horsebakken n.f. Mosesvinget ,2013,"LASTBILER, 2-3 AKSLER",0,0,1,0,1,2,0,1,1,4,0,0
71,Horsebakken n.f. Mosesvinget ,2013,PERSONBILER + MC,212,241,94,75,94,121,102,132,197,263,216,158
71,Horsebakken n.f. Mosesvinget ,2013,LASTBILER,4,8,5,5,4,5,6,4,6,5,4,4
71,Horsebakken n.f. Mosesvinget ,2013,"VAREVOGNE (MAX. 3,5 T)",56,46,29,31,24,34,23,43,41,27,22,19
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,A+B: KØRETØJER I ALT,449,499,497,472,494,493,475,573,590,558,552,479
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,A: LET TRAFIK I ALT,395,438,452,426,453,452,430,539,549,525,511,448
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,ANDRE BUSSER,23,22,10,8,5,16,11,12,18,15,25,15
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,B: TUNG TRAFIK I ALT,54,61,45,46,41,41,45,34,41,33,41,31
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,BUSSER I FAST RUTE,13,15,14,12,13,12,12,16,15,15,15,12
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,CYKLER + KNALLERTER,296,572,243,168,180,216,176,264,455,539,399,262
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,CYKLER + KNALLERTER I ALT,309,600,258,180,191,232,188,278,484,569,418,272
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,LADCYKLER,13,28,15,12,11,16,12,14,29,30,19,10
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,"LASTBILER, 2 aksler",4,6,8,9,8,4,5,2,3,1,1,4
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,"LASTBILER, 3 aksler",7,10,8,9,7,3,11,2,4,1,0,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,"LASTBILER, 4 - flere aksler",7,8,5,8,8,6,6,2,1,1,0,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,MOTORCYKLER,2,4,5,3,0,4,3,9,7,7,1,5
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,PERSONBILER,283,345,326,316,294,334,314,387,436,465,471,424
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,"VAREVOGNE (MAX. 3,5 T)",110,89,121,107,159,114,113,143,106,53,39,19
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,A+B: KØRETØJER I ALT,640,777,716,576,640,608,628,698,720,761,656,636
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,A: LET TRAFIK I ALT,573,720,647,512,578,547,577,636,672,725,616,608
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,ANDRE BUSSER,6,5,3,4,7,5,5,7,6,5,3,3
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,B: TUNG TRAFIK I ALT,67,57,69,64,62,61,51,62,48,36,40,28
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,BUSSER I FAST RUTE,25,24,28,26,25,24,25,27,27,24,29,22
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,CYKLER + KNALLERTER,306,557,237,137,139,194,181,213,405,538,408,281
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,CYKLER + KNALLERTER I ALT,306,562,245,144,142,197,183,224,412,544,412,284
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,LADCYKLER,0,5,8,7,3,3,2,11,7,6,4,3
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,"LASTBILER, 2 aksler",21,15,15,17,15,14,3,6,2,2,1,1
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,"LASTBILER, 3 AKSLER",11,8,8,11,5,4,7,6,0,0,2,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,"LASTBILER, 4 - flere aksler",4,5,15,6,10,14,11,16,13,5,5,2
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,MOTORCYKLER,9,3,6,2,5,4,6,11,9,12,9,5
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,PERSONBILER,366,539,419,286,344,370,382,454,518,605,532,540
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,"VAREVOGNE (MAX. 3,5 T)",198,178,222,224,229,173,189,171,145,108,75,63
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,A+B: KØRETØJER I ALT,570,613,627,632,631,622,578,659,598,639,660,554
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,A: LET TRAFIK I ALT,515,551,572,568,579,571,535,613,560,605,627,520
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,ANDRE BUSSER,6,9,2,4,4,3,4,6,7,6,2,8
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,B: TUNG TRAFIK I ALT,55,62,55,64,52,51,43,46,38,34,33,34
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,BUSSER I FAST RUTE,25,26,26,24,25,23,25,27,23,25,29,24
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,CYKLER + KNALLERTER,422,730,315,185,214,247,255,350,487,672,350,226
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,CYKLER + KNALLERTER I ALT,424,734,325,191,217,255,261,356,498,677,358,231
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,LADCYKLER,2,4,10,6,3,8,6,6,11,5,8,5
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,"LASTBILER, 2 aksler",13,12,6,18,11,12,5,6,1,0,2,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,"LASTBILER, 3 aksler",5,2,10,7,5,5,5,2,2,0,0,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,"LASTBILER, 4 - flere aksler",6,13,11,11,7,8,4,5,5,3,0,2
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,MOTORCYKLER,13,11,9,8,6,11,6,5,7,10,8,2
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,PERSONBILER,344,401,399,361,360,387,367,458,444,525,549,489
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,"VAREVOGNE (MAX. 3,5 T)",158,139,164,199,213,173,162,150,109,70,70,29
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,A+B: KØRETØJER I ALT,635,759,686,625,682,753,722,712,680,722,708,640
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,A: LET TRAFIK I ALT,581,692,618,563,621,687,668,656,634,681,662,602
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,ANDRE BUSSER,8,14,9,5,11,22,10,14,10,13,9,12
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,B: TUNG TRAFIK I ALT,54,67,68,62,61,66,54,56,46,41,46,38
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,BUSSER I FAST RUTE,23,24,27,23,24,24,24,26,26,22,29,25
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,CYKLER + KNALLERTER,274,539,247,129,112,116,116,137,345,410,323,216
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,CYKLER + KNALLERTER I ALT,275,549,250,131,115,117,119,137,359,420,329,220
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,LADCYKLER,1,10,3,2,3,1,3,0,14,10,6,4
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,"LASTBILER, 2 aksler",10,12,15,13,14,6,11,6,5,3,6,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,"LASTBILER, 3 aksler",7,6,9,12,7,5,2,4,4,1,1,1
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,"LASTBILER, 4 - flere aksler",6,11,8,9,5,9,7,6,1,2,1,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,MOTORCYKLER,5,1,3,2,3,3,3,6,6,5,4,1
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,PERSONBILER,395,518,413,353,403,476,492,523,525,590,589,534
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,"VAREVOGNE (MAX. 3,5 T)",181,173,202,208,215,208,173,127,103,86,69,67
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,A+B: KØRETØJER I ALT,614,628,563,543,586,592,608,684,641,697,661,577
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,A: LET TRAFIK I ALT,558,569,503,475,526,537,555,620,593,653,620,541
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,ANDRE BUSSER,7,11,16,10,11,17,11,17,14,14,12,11
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,B: TUNG TRAFIK I ALT,56,59,60,68,60,55,53,64,48,44,41,36
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,BUSSER I FAST RUTE,26,24,27,25,23,24,27,27,24,28,27,25
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,CYKLER + KNALLERTER,429,711,273,156,175,211,182,283,443,640,511,336
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,CYKLER + KNALLERTER I ALT,436,721,279,162,185,215,188,289,455,652,519,343
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,LADCYKLER,7,10,6,6,10,4,6,6,12,12,8,7
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,"LASTBILER, 2 aksler",13,14,5,11,14,8,7,9,6,0,0,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,"LASTBILER, 3 aksler",4,0,6,7,4,3,5,4,2,0,0,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,"LASTBILER, 4 - flere aksler",6,10,6,15,8,3,3,7,2,2,2,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,MOTORCYKLER,8,10,6,4,6,8,6,7,11,13,3,8
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,PERSONBILER,388,426,343,301,355,373,376,456,473,562,559,475
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,"VAREVOGNE (MAX. 3,5 T)",162,133,154,170,165,156,173,157,109,78,58,58
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,A+B: KØRETØJER I ALT,631,663,634,625,622,652,647,689,681,687,641,596
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,A: LET TRAFIK I ALT,569,606,566,549,553,582,577,643,634,642,596,562
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,ANDRE BUSSER,12,8,8,15,10,14,18,8,9,15,14,11
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,B: TUNG TRAFIK I ALT,62,57,68,76,69,70,70,46,47,45,45,34
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,BUSSER I FAST RUTE,22,25,28,23,21,25,25,26,26,27,29,22
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,CYKLER + KNALLERTER,382,689,265,148,157,177,155,255,428,574,437,266
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,CYKLER + KNALLERTER I ALT,394,714,284,159,167,188,162,274,457,611,461,287
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,EL-LØBEHJUL O.L.,7,9,10,6,6,4,3,10,15,20,15,16
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,LADCYKLER,5,16,9,5,4,7,4,9,14,17,9,5
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,"LASTBILER, 2 aksler",10,11,12,14,11,14,9,2,2,1,0,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,"LASTBILER, 3 aksler",8,5,7,9,11,6,5,1,3,1,1,1
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,"LASTBILER, 4 - flere aksler",10,8,13,15,16,11,13,9,7,1,1,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,PERSONBILER + MC,400,460,408,364,381,408,415,484,518,565,512,498
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,"VAREVOGNE (MAX. 3,5 T)",169,146,158,185,172,174,162,159,116,77,84,64
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,A+B: KØRETØJER I ALT,378,403,395,373,371,353,386,449,475,508,450,290
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,A: LET TRAFIK I ALT,343,377,342,330,342,326,360,427,454,485,435,280
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,ANDRE BUSSER,0,4,2,7,3,5,4,2,4,7,2,2
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,B: TUNG TRAFIK I ALT,35,26,53,43,29,27,26,22,21,23,15,10
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,BUSSER I FAST RUTE,13,10,9,8,8,6,8,12,13,12,12,8
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,CYKLER + KNALLERTER,196,269,157,90,119,139,91,144,267,385,294,204
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,CYKLER + KNALLERTER I ALT,198,276,161,98,125,142,98,148,276,395,301,206
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,LADCYKLER,2,7,4,8,6,3,7,4,9,10,7,2
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,"LASTBILER, 2 aksler",6,5,14,9,9,7,2,6,3,0,0,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,"LASTBILER, 3 aksler",8,2,14,8,0,5,3,0,1,0,1,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,"LASTBILER, 4 - flere aksler",8,5,14,11,9,4,9,2,0,4,0,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,MOTORCYKLER,3,1,3,1,3,2,2,2,1,3,1,2
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,PERSONBILER,226,287,223,218,232,235,263,317,365,432,398,251
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,"VAREVOGNE (MAX. 3,5 T)",114,89,116,111,107,89,95,108,88,50,36,27
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,A+B: KØRETØJER I ALT,587,638,567,494,564,578,569,609,632,600,567,467
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,A: LET TRAFIK I ALT,544,591,515,451,510,531,526,570,597,572,534,451
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,ANDRE BUSSER,5,6,7,4,13,7,6,6,8,11,13,7
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,B: TUNG TRAFIK I ALT,43,47,52,43,54,47,43,39,35,28,33,16
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,BUSSER I FAST RUTE,12,13,14,13,12,12,17,17,16,14,18,8
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,CYKLER + KNALLERTER,361,645,271,155,156,174,191,237,401,508,355,244
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,CYKLER + KNALLERTER I ALT,368,663,285,163,162,181,196,251,431,525,367,249
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,LADCYKLER,7,18,14,8,6,7,5,14,30,17,12,5
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,"LASTBILER, 2 aksler",11,13,10,11,10,9,7,10,4,2,1,1
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,"LASTBILER, 3 aksler",8,5,9,7,9,5,4,2,4,1,0,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,"LASTBILER, 4 - flere aksler",7,10,12,8,10,14,9,4,3,0,1,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,MOTORCYKLER,3,4,5,3,3,6,2,6,5,9,12,7
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,PERSONBILER,375,448,367,317,381,382,394,430,484,493,470,392
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,"VAREVOGNE (MAX. 3,5 T)",166,139,143,131,126,143,130,134,108,70,52,52
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,A+B: KØRETØJER I ALT,595,637,575,494,504,442,571,616,627,609,501,417
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,A: LET TRAFIK I ALT,549,593,528,436,471,407,532,583,592,584,477,401
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,ANDRE BUSSER,3,2,7,8,5,8,10,5,7,10,5,7
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,B: TUNG TRAFIK I ALT,46,44,47,58,33,35,39,33,35,25,24,16
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,BUSSER I FAST RUTE,15,15,16,17,14,14,13,15,15,14,16,9
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,CYKLER + KNALLERTER,340,608,198,132,109,130,168,248,419,528,339,225
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,CYKLER + KNALLERTER I ALT,350,643,202,136,112,137,175,257,441,554,348,239
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,LADCYKLER,10,35,4,4,3,7,7,9,22,26,9,14
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,"LASTBILER, 2 aksler",9,10,12,13,5,5,9,5,5,0,0,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,"LASTBILER, 3 aksler",8,11,7,9,3,4,4,4,4,0,1,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,"LASTBILER, 4 - flere aksler",11,6,5,11,6,4,3,4,4,1,2,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,MOTORCYKLER,2,2,2,0,0,3,4,5,5,6,6,2
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,PERSONBILER,392,437,374,288,316,275,419,462,495,516,422,354
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,"VAREVOGNE (MAX. 3,5 T)",155,154,152,148,155,129,109,116,92,62,49,45
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,A+B: KØRETØJER I ALT,579,662,603,602,625,657,642,678,736,724,623,662
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,A: LET TRAFIK I ALT,530,615,538,539,577,604,587,628,688,676,582,629
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,ANDRE BUSSER,6,8,12,8,5,13,7,12,12,9,8,10
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,B: TUNG TRAFIK I ALT,49,47,65,63,48,53,55,50,48,48,41,33
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,BUSSER I FAST RUTE,25,23,28,25,22,24,26,25,25,28,28,23
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,CYKLER + KNALLERTER,373,649,280,161,152,202,213,246,424,519,408,310
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,CYKLER + KNALLERTER I ALT,376,658,284,166,155,209,218,254,440,533,415,314
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,LADCYKLER,3,9,4,5,3,7,5,8,16,14,7,4
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,"LASTBILER, 2 aksler",8,8,12,18,13,10,16,7,4,3,2,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,"LASTBILER, 3 AKSLER",8,5,7,7,3,4,4,4,2,1,0,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,"LASTBILER, 4 - flere aksler",2,3,6,5,5,2,2,2,5,7,3,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,MOTORCYKLER,5,9,8,5,9,5,5,7,13,9,4,10
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,PERSONBILER,339,424,336,350,390,400,392,440,548,582,487,548
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,"VAREVOGNE (MAX. 3,5 T)",186,182,194,184,178,199,190,181,127,85,91,71
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,A+B: KØRETØJER I ALT,540,691,578,543,563,535,581,651,692,686,661,567
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,A: LET TRAFIK I ALT,479,634,507,479,517,496,527,605,657,643,629,539
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,ANDRE BUSSER,5,4,4,4,3,4,5,4,2,7,4,6
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,B: TUNG TRAFIK I ALT,61,57,71,64,46,39,54,46,35,43,32,28
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,BUSSER I FAST RUTE,25,25,30,25,24,22,23,30,26,30,24,22
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,CYKLER + KNALLERTER,293,573,229,143,148,173,160,256,305,564,370,263
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,CYKLER + KNALLERTER I ALT,295,580,232,146,152,177,168,258,310,571,377,266
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,LADCYKLER,2,7,3,3,4,4,8,2,5,7,7,3
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,"LASTBILER, 2 aksler",20,14,15,14,15,5,14,8,4,4,3,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,"LASTBILER, 3 AKSLER",4,3,15,6,2,3,4,3,0,0,0,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,"LASTBILER, 4 - flere aksler",7,11,7,15,2,5,8,1,3,2,1,0
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,MOTORCYKLER,4,10,10,4,4,8,6,8,3,5,4,3
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,PERSONBILER,322,454,308,298,315,322,363,420,513,535,544,459
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,"VAREVOGNE (MAX. 3,5 T)",153,170,189,177,198,166,158,177,141,103,81,77
73,ISLEVHUSVEJ 83 nø.f. Islevholm,2022,A+B: KØRETØJER I ALT,1071,834,535,489,576,631,605,886,1133,1117,854,519
73,ISLEVHUSVEJ 83 nø.f. Islevholm,2022,A: LET TRAFIK I ALT,1031,803,500,460,550,593,578,856,1108,1087,829,496
73,ISLEVHUSVEJ 83 nø.f. Islevholm,2022,ANDRE BUSSER,4,3,2,1,0,0,0,2,1,0,1,1
73,ISLEVHUSVEJ 83 nø.f. Islevholm,2022,B: TUNG TRAFIK I ALT,40,31,35,29,26,38,27,30,25,30,25,23
73,ISLEVHUSVEJ 83 nø.f. Islevholm,2022,BUSSER I FAST RUTE,21,23,22,22,22,27,20,23,21,23,21,21
73,ISLEVHUSVEJ 83 nø.f. Islevholm,2022,CYKLER + KNALLERTER,206,124,63,42,44,34,71,103,138,120,78,44
73,ISLEVHUSVEJ 83 nø.f. Islevholm,2022,CYKLER + KNALLERTER I ALT,213,129,65,43,48,35,77,103,141,122,81,45
73,ISLEVHUSVEJ 83 nø.f. Islevholm,2022,LADCYKLER,7,5,2,1,4,1,6,0,3,2,3,1
73,ISLEVHUSVEJ 83 nø.f. Islevholm,2022,"LASTBILER, 2 aksler",7,3,6,3,2,9,2,5,1,3,2,0
73,ISLEVHUSVEJ 83 nø.f. Islevholm,2022,"LASTBILER, 3 aksler",4,1,2,1,0,2,3,0,1,2,0,0
73,ISLEVHUSVEJ 83 nø.f. Islevholm,2022,"LASTBILER, 4 - flere aksler",4,1,3,2,2,0,2,0,1,2,1,1
