TS,ÅR,VEJNAVN,KATEGORI,TOTAL,HDT,ÅDT,TUNG %,LADCYKLER %
57,2015,ØSTBANEGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,1502,1800.0,1500.0,0.0,0.0006657789613848
57,2016,ØSTBANEGADE n.f. Classensgade,A+B: KØRETØJER I ALT,646,800.0,800.0,0.0773993808049535,0.0
57,2016,ØSTBANEGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,2233,2700.0,2300.0,0.0,0.0
57,2017,ØSTBANEGADE n.f. Classensgade,A+B: KØRETØJER I ALT,661,900.0,800.0,0.0332829046898638,0.0
57,2017,ØSTBANEGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,1750,2100.0,1800.0,0.0,0.0091428571428571
57,2018,ØSTBANEGADE n.f. Classensgade,A+B: KØRETØJER I ALT,443,600.0,500.0,0.0496613995485327,0.0
57,2018,ØSTBANEGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,2183,2700.0,2200.0,0.0,0.0183234081539166
57,2019,ØSTBANEGADE n.f. Classensgade,A+B: KØRETØJER I ALT,361,500.0,400.0,0.0193905817174515,0.0
57,2019,ØSTBANEGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,2366,2900.0,2400.0,0.0,0.0207100591715976
57,2020,ØSTBANEGADE n.f. Classensgade,A+B: KØRETØJER I ALT,333,400.0,400.0,0.066066066066066,0.0
57,2020,ØSTBANEGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,2169,2600.0,2200.0,0.0,0.0281235592438911
57,2021,ØSTBANEGADE n.f. Classensgade,A+B: KØRETØJER I ALT,518,700.0,600.0,0.0444015444015444,0.0
57,2021,ØSTBANEGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,1519,1900.0,1600.0,0.0,0.042791310072416
57,2022,ØSTBANEGADE n.f. Classensgade,A+B: KØRETØJER I ALT,497,700.0,600.0,0.0382293762575452,0.0
57,2022,ØSTBANEGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,2249,2700.0,2300.0,0.0,0.0377945753668297
57,2023,ØSTBANEGADE n.f. Classensgade,A+B: KØRETØJER I ALT,763,1000.0,900.0,0.0314547837483617,0.0
57,2023,ØSTBANEGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,2616,3200.0,2700.0,0.0,0.0370795107033639
59,2014,ØSTERBROGADE n.f. Classensgade,A+B: KØRETØJER I ALT,17168,22500.0,20100.0,0.0488699906803355,0.0
59,2014,ØSTERBROGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,20574,25100.0,21200.0,0.0,0.0262953241955866
59,2015,ØSTERBROGADE n.f. Classensgade,A+B: KØRETØJER I ALT,17159,22500.0,20100.0,0.0363074771257066,0.0
59,2015,ØSTERBROGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,17478,21300.0,18000.0,0.0,0.033699507952855
59,2016,ØSTERBROGADE n.f. Classensgade,A+B: KØRETØJER I ALT,16961,22200.0,19800.0,0.0428630387359235,0.0
59,2016,ØSTERBROGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,20644,25200.0,21300.0,0.0,0.0333753148614609
59,2017,ØSTERBROGADE n.f. Classensgade,A+B: KØRETØJER I ALT,17251,22600.0,20200.0,0.0410410990667207,0.0
59,2017,ØSTERBROGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,18601,22700.0,19200.0,0.0,0.0308585559916133
59,2018,ØSTERBROGADE n.f. Classensgade,A+B: KØRETØJER I ALT,15294,20000.0,17900.0,0.0440041846475742,0.0
59,2018,ØSTERBROGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,20707,25300.0,21300.0,0.0,0.0343845076544163
59,2019,ØSTERBROGADE n.f. Classensgade,A+B: KØRETØJER I ALT,16292,21300.0,19100.0,0.0413086177264915,0.0
59,2019,ØSTERBROGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,18062,22000.0,18600.0,0.0,0.0308935887498615
59,2020,ØSTERBROGADE n.f. Classensgade,A+B: KØRETØJER I ALT,15326,20100.0,17900.0,0.0240767323502544,0.0
59,2020,ØSTERBROGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,18701,22800.0,19300.0,0.0,0.0364686380407464
59,2021,ØSTERBROGADE n.f. Classensgade,A+B: KØRETØJER I ALT,5937,7800.0,6900.0,0.0240862388411655,0.0
59,2021,ØSTERBROGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,15901,19400.0,16400.0,0.0,0.0515690837054273
59,2022,ØSTERBROGADE n.f. Classensgade,A+B: KØRETØJER I ALT,11824,15500.0,13800.0,0.0279939106901217,0.0
59,2022,ØSTERBROGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,20406,24900.0,21000.0,0.0,0.0481231010487111
59,2023,ØSTERBROGADE n.f. Classensgade,A+B: KØRETØJER I ALT,15003,19700.0,17600.0,0.0144637739118842,0.0
59,2023,ØSTERBROGADE n.f. Classensgade,CYKLER + KNALLERTER I ALT,20811,25400.0,21400.0,0.0,0.0613137283167555
69,2016,FREDENSBRO,A+B: KØRETØJER I ALT,32946,43200.0,38500.0,0.0373034662781521,0.0
69,2016,FREDENSBRO,CYKLER + KNALLERTER I ALT,18600,22700.0,19200.0,0.0,0.0211827956989247
69,2017,FREDENSBRO,A+B: KØRETØJER I ALT,32101,42100.0,37600.0,0.0403414223855954,0.0
69,2017,FREDENSBRO,CYKLER + KNALLERTER I ALT,17127,20900.0,17600.0,0.0,0.0198516961522741
69,2018,FREDENSBRO,A+B: KØRETØJER I ALT,29780,39000.0,34800.0,0.0413364674278039,0.0
69,2018,FREDENSBRO,CYKLER + KNALLERTER I ALT,17878,21800.0,18400.0,0.0,0.023884103367267
69,2019,FREDENSBRO,A+B: KØRETØJER I ALT,29799,39000.0,34900.0,0.0408738548273432,0.0
69,2019,FREDENSBRO,CYKLER + KNALLERTER I ALT,16008,19500.0,16500.0,0.0,0.0267991004497751
