TS,VEJNAVN,ÅR,KATEGORI,ANTAL 8-9
57,ØSTBANEGADE n.f. Classensgade,2018,CYKLER + KNALLERTER I ALT,413
57,ØSTBANEGADE n.f. Classensgade,2018,LADCYKLER,4
57,ØSTBANEGADE n.f. Classensgade,2018,LASTBILER,1
57,ØSTBANEGADE n.f. Classensgade,2018,PERSONBILER + MC,32
57,ØSTBANEGADE n.f. Classensgade,2018,"VAREVOGNE (MAX. 3,5 t)",16
57,ØSTBANEGADE n.f. Classensgade,2019,A+B: KØRETØJER I ALT,37
57,ØSTBANEGADE n.f. Classensgade,2019,A: LET TRAFIK I ALT,37
57,ØSTBANEGADE n.f. Classensgade,2019,B: TUNG TRAFIK I ALT,0
57,ØSTBANEGADE n.f. Classensgade,2019,BUSSER,0
57,ØSTBANEGADE n.f. Classensgade,2019,CYKLER + KNALLERTER,462
57,ØSTBANEGADE n.f. Classensgade,2019,CYKLER + KNALLERTER I ALT,471
57,ØSTBANEGADE n.f. Classensgade,2019,LADCYKLER,9
57,ØSTBANEGADE n.f. Classensgade,2019,LASTBILER,0
57,ØSTBANEGADE n.f. Classensgade,2019,PERSONBILER + MC,24
57,ØSTBANEGADE n.f. Classensgade,2019,"VAREVOGNE (MAX. 3,5 t)",13
57,ØSTBANEGADE n.f. Classensgade,2020,A+B: KØRETØJER I ALT,39
57,ØSTBANEGADE n.f. Classensgade,2020,A: LET TRAFIK I ALT,32
57,ØSTBANEGADE n.f. Classensgade,2020,B: TUNG TRAFIK I ALT,7
57,ØSTBANEGADE n.f. Classensgade,2020,BUSSER,2
57,ØSTBANEGADE n.f. Classensgade,2020,CYKLER + KNALLERTER,336
57,ØSTBANEGADE n.f. Classensgade,2020,CYKLER + KNALLERTER I ALT,347
57,ØSTBANEGADE n.f. Classensgade,2020,LADCYKLER,11
57,ØSTBANEGADE n.f. Classensgade,2020,LASTBILER,5
57,ØSTBANEGADE n.f. Classensgade,2020,PERSONBILER + MC,28
57,ØSTBANEGADE n.f. Classensgade,2020,"VAREVOGNE (MAX. 3,5 t)",4
57,ØSTBANEGADE n.f. Classensgade,2021,A+B: KØRETØJER I ALT,85
57,ØSTBANEGADE n.f. Classensgade,2021,A: LET TRAFIK I ALT,81
57,ØSTBANEGADE n.f. Classensgade,2021,B: TUNG TRAFIK I ALT,4
57,ØSTBANEGADE n.f. Classensgade,2021,BUSSER,1
57,ØSTBANEGADE n.f. Classensgade,2021,CYKLER + KNALLERTER,274
57,ØSTBANEGADE n.f. Classensgade,2021,CYKLER + KNALLERTER I ALT,288
57,ØSTBANEGADE n.f. Classensgade,2021,LADCYKLER,14
57,ØSTBANEGADE n.f. Classensgade,2021,LASTBILER,3
57,ØSTBANEGADE n.f. Classensgade,2021,PERSONBILER + MC,61
57,ØSTBANEGADE n.f. Classensgade,2021,"VAREVOGNE (MAX. 3,5 t)",20
57,ØSTBANEGADE n.f. Classensgade,2022,A+B: KØRETØJER I ALT,64
57,ØSTBANEGADE n.f. Classensgade,2022,A: LET TRAFIK I ALT,62
57,ØSTBANEGADE n.f. Classensgade,2022,B: TUNG TRAFIK I ALT,2
57,ØSTBANEGADE n.f. Classensgade,2022,BUSSER,0
57,ØSTBANEGADE n.f. Classensgade,2022,CYKLER + KNALLERTER,345
57,ØSTBANEGADE n.f. Classensgade,2022,CYKLER + KNALLERTER I ALT,368
57,ØSTBANEGADE n.f. Classensgade,2022,LADCYKLER,23
57,ØSTBANEGADE n.f. Classensgade,2022,LASTBILER,2
57,ØSTBANEGADE n.f. Classensgade,2022,PERSONBILER + MC,47
57,ØSTBANEGADE n.f. Classensgade,2022,"VAREVOGNE (MAX. 3,5 t)",14
57,ØSTBANEGADE n.f. Classensgade,2023,A+B: KØRETØJER I ALT,77
57,ØSTBANEGADE n.f. Classensgade,2023,A: LET TRAFIK I ALT,73
57,ØSTBANEGADE n.f. Classensgade,2023,B: TUNG TRAFIK I ALT,4
57,ØSTBANEGADE n.f. Classensgade,2023,BUSSER,1
57,ØSTBANEGADE n.f. Classensgade,2023,CYKLER + KNALLERTER,419
57,ØSTBANEGADE n.f. Classensgade,2023,CYKLER + KNALLERTER I ALT,452
57,ØSTBANEGADE n.f. Classensgade,2023,LADCYKLER,33
57,ØSTBANEGADE n.f. Classensgade,2023,LASTBILER,3
57,ØSTBANEGADE n.f. Classensgade,2023,PERSONBILER + MC,61
57,ØSTBANEGADE n.f. Classensgade,2023,"VAREVOGNE (MAX. 3,5 t)",12
59,ØSTERBROGADE n.f. Classensgade,2014,A+B: KØRETØJER I ALT,1681
59,ØSTERBROGADE n.f. Classensgade,2014,A: LET TRAFIK I ALT,1600
59,ØSTERBROGADE n.f. Classensgade,2014,B: TUNG TRAFIK I ALT,81
59,ØSTERBROGADE n.f. Classensgade,2014,CYKLER + KNALLERTER,3023
59,ØSTERBROGADE n.f. Classensgade,2014,CYKLER + KNALLERTER I ALT,3106
59,ØSTERBROGADE n.f. Classensgade,2014,LADCYKLER,83
59,ØSTERBROGADE n.f. Classensgade,2014,LASTBILER,41
59,ØSTERBROGADE n.f. Classensgade,2014,PERSONBILER + MC,1359
59,ØSTERBROGADE n.f. Classensgade,2014,"VAREVOGNE (MAX. 3,5 t)",241
59,ØSTERBROGADE n.f. Classensgade,2015,A+B: KØRETØJER I ALT,1696
59,ØSTERBROGADE n.f. Classensgade,2015,A: LET TRAFIK I ALT,1640
59,ØSTERBROGADE n.f. Classensgade,2015,B: TUNG TRAFIK I ALT,56
59,ØSTERBROGADE n.f. Classensgade,2015,CYKLER + KNALLERTER,2838
59,ØSTERBROGADE n.f. Classensgade,2015,CYKLER + KNALLERTER I ALT,2946
59,ØSTERBROGADE n.f. Classensgade,2015,LADCYKLER,108
59,ØSTERBROGADE n.f. Classensgade,2015,LASTBILER,20
59,ØSTERBROGADE n.f. Classensgade,2015,PERSONBILER + MC,1400
59,ØSTERBROGADE n.f. Classensgade,2015,"VAREVOGNE (MAX. 3,5 t)",240
59,ØSTERBROGADE n.f. Classensgade,2016,A+B: KØRETØJER I ALT,1690
59,ØSTERBROGADE n.f. Classensgade,2016,A: LET TRAFIK I ALT,1612
59,ØSTERBROGADE n.f. Classensgade,2016,B: TUNG TRAFIK I ALT,78
59,ØSTERBROGADE n.f. Classensgade,2016,CYKLER + KNALLERTER,2985
59,ØSTERBROGADE n.f. Classensgade,2016,CYKLER + KNALLERTER I ALT,3093
59,ØSTERBROGADE n.f. Classensgade,2016,LADCYKLER,108
59,ØSTERBROGADE n.f. Classensgade,2016,LASTBILER,35
59,ØSTERBROGADE n.f. Classensgade,2016,PERSONBILER + MC,1391
59,ØSTERBROGADE n.f. Classensgade,2016,"VAREVOGNE (MAX. 3,5 t)",221
59,ØSTERBROGADE n.f. Classensgade,2017,A+B: KØRETØJER I ALT,1623
59,ØSTERBROGADE n.f. Classensgade,2017,A: LET TRAFIK I ALT,1553
59,ØSTERBROGADE n.f. Classensgade,2017,B: TUNG TRAFIK I ALT,70
59,ØSTERBROGADE n.f. Classensgade,2017,CYKLER + KNALLERTER,2919
59,ØSTERBROGADE n.f. Classensgade,2017,CYKLER + KNALLERTER I ALT,3026
59,ØSTERBROGADE n.f. Classensgade,2017,LADCYKLER,107
59,ØSTERBROGADE n.f. Classensgade,2017,LASTBILER,27
59,ØSTERBROGADE n.f. Classensgade,2017,PERSONBILER + MC,1326
59,ØSTERBROGADE n.f. Classensgade,2017,"VAREVOGNE (MAX. 3,5 t)",227
59,ØSTERBROGADE n.f. Classensgade,2018,A+B: KØRETØJER I ALT,1596
59,ØSTERBROGADE n.f. Classensgade,2018,A: LET TRAFIK I ALT,1530
59,ØSTERBROGADE n.f. Classensgade,2018,B: TUNG TRAFIK I ALT,66
59,ØSTERBROGADE n.f. Classensgade,2018,CYKLER + KNALLERTER,2994
59,ØSTERBROGADE n.f. Classensgade,2018,CYKLER + KNALLERTER I ALT,3114
59,ØSTERBROGADE n.f. Classensgade,2018,LADCYKLER,120
59,ØSTERBROGADE n.f. Classensgade,2018,LASTBILER,25
59,ØSTERBROGADE n.f. Classensgade,2018,PERSONBILER + MC,1312
59,ØSTERBROGADE n.f. Classensgade,2018,"VAREVOGNE (MAX. 3,5 t)",218
59,ØSTERBROGADE n.f. Classensgade,2019,A+B: KØRETØJER I ALT,1616
59,ØSTERBROGADE n.f. Classensgade,2019,A: LET TRAFIK I ALT,1558
59,ØSTERBROGADE n.f. Classensgade,2019,B: TUNG TRAFIK I ALT,58
59,ØSTERBROGADE n.f. Classensgade,2019,CYKLER + KNALLERTER,2985
59,ØSTERBROGADE n.f. Classensgade,2019,CYKLER + KNALLERTER I ALT,3094
59,ØSTERBROGADE n.f. Classensgade,2019,LADCYKLER,109
59,ØSTERBROGADE n.f. Classensgade,2019,LASTBILER,22
59,ØSTERBROGADE n.f. Classensgade,2019,PERSONBILER + MC,1357
59,ØSTERBROGADE n.f. Classensgade,2019,"VAREVOGNE (MAX. 3,5 t)",201
59,ØSTERBROGADE n.f. Classensgade,2020,A+B: KØRETØJER I ALT,1465
59,ØSTERBROGADE n.f. Classensgade,2020,A: LET TRAFIK I ALT,1420
59,ØSTERBROGADE n.f. Classensgade,2020,B: TUNG TRAFIK I ALT,45
59,ØSTERBROGADE n.f. Classensgade,2020,CYKLER + KNALLERTER,2334
59,ØSTERBROGADE n.f. Classensgade,2020,CYKLER + KNALLERTER I ALT,2464
59,ØSTERBROGADE n.f. Classensgade,2020,LADCYKLER,130
59,ØSTERBROGADE n.f. Classensgade,2020,LASTBILER,24
59,ØSTERBROGADE n.f. Classensgade,2020,PERSONBILER + MC,1215
59,ØSTERBROGADE n.f. Classensgade,2020,"VAREVOGNE (MAX. 3,5 t)",205
59,ØSTERBROGADE n.f. Classensgade,2021,A+B: KØRETØJER I ALT,524
59,ØSTERBROGADE n.f. Classensgade,2021,A: LET TRAFIK I ALT,514
59,ØSTERBROGADE n.f. Classensgade,2021,B: TUNG TRAFIK I ALT,10
59,ØSTERBROGADE n.f. Classensgade,2021,CYKLER + KNALLERTER,2067
59,ØSTERBROGADE n.f. Classensgade,2021,CYKLER + KNALLERTER I ALT,2195
59,ØSTERBROGADE n.f. Classensgade,2021,LADCYKLER,128
59,ØSTERBROGADE n.f. Classensgade,2021,LASTBILER,5
59,ØSTERBROGADE n.f. Classensgade,2021,PERSONBILER + MC,467
59,ØSTERBROGADE n.f. Classensgade,2021,"VAREVOGNE (MAX. 3,5 t)",47
59,ØSTERBROGADE n.f. Classensgade,2022,A+B: KØRETØJER I ALT,1241
59,ØSTERBROGADE n.f. Classensgade,2022,A: LET TRAFIK I ALT,1204
59,ØSTERBROGADE n.f. Classensgade,2022,B: TUNG TRAFIK I ALT,37
59,ØSTERBROGADE n.f. Classensgade,2022,CYKLER + KNALLERTER,2834
59,ØSTERBROGADE n.f. Classensgade,2022,CYKLER + KNALLERTER I ALT,3009
59,ØSTERBROGADE n.f. Classensgade,2022,LADCYKLER,175
59,ØSTERBROGADE n.f. Classensgade,2022,LASTBILER,30
59,ØSTERBROGADE n.f. Classensgade,2022,PERSONBILER + MC,1051
59,ØSTERBROGADE n.f. Classensgade,2022,"VAREVOGNE (MAX. 3,5 t)",153
59,ØSTERBROGADE n.f. Classensgade,2023,A+B: KØRETØJER I ALT,1328
59,ØSTERBROGADE n.f. Classensgade,2023,A: LET TRAFIK I ALT,1306
59,ØSTERBROGADE n.f. Classensgade,2023,B: TUNG TRAFIK I ALT,22
59,ØSTERBROGADE n.f. Classensgade,2023,CYKLER + KNALLERTER,2922
59,ØSTERBROGADE n.f. Classensgade,2023,CYKLER + KNALLERTER I ALT,3160
59,ØSTERBROGADE n.f. Classensgade,2023,LADCYKLER,238
59,ØSTERBROGADE n.f. Classensgade,2023,LASTBILER,17
59,ØSTERBROGADE n.f. Classensgade,2023,PERSONBILER + MC,1136
59,ØSTERBROGADE n.f. Classensgade,2023,"VAREVOGNE (MAX. 3,5 t)",170
69,FREDENSBRO,2016,A+B: KØRETØJER I ALT,3306
69,FREDENSBRO,2016,A: LET TRAFIK I ALT,3180
69,FREDENSBRO,2016,B: TUNG TRAFIK I ALT,126
69,FREDENSBRO,2016,CYKLER + KNALLERTER,2963
69,FREDENSBRO,2016,CYKLER + KNALLERTER I ALT,3040
69,FREDENSBRO,2016,LADCYKLER,77
69,FREDENSBRO,2016,LASTBILER,44
69,FREDENSBRO,2016,PERSONBILER + MC,2778
69,FREDENSBRO,2016,"VAREVOGNE (MAX. 3,5 t)",402
69,FREDENSBRO,2017,A+B: KØRETØJER I ALT,3287
69,FREDENSBRO,2017,A: LET TRAFIK I ALT,3150
69,FREDENSBRO,2017,B: TUNG TRAFIK I ALT,137
69,FREDENSBRO,2017,CYKLER + KNALLERTER,2926
69,FREDENSBRO,2017,CYKLER + KNALLERTER I ALT,2970
69,FREDENSBRO,2017,LADCYKLER,44
69,FREDENSBRO,2017,LASTBILER,44
69,FREDENSBRO,2017,PERSONBILER + MC,2726
69,FREDENSBRO,2017,"VAREVOGNE (MAX. 3,5 t)",424
69,FREDENSBRO,2018,A+B: KØRETØJER I ALT,3107
69,FREDENSBRO,2018,A: LET TRAFIK I ALT,2973
69,FREDENSBRO,2018,B: TUNG TRAFIK I ALT,134
69,FREDENSBRO,2018,CYKLER + KNALLERTER,2992
69,FREDENSBRO,2018,CYKLER + KNALLERTER I ALT,3080
69,FREDENSBRO,2018,LADCYKLER,88
69,FREDENSBRO,2018,LASTBILER,31
69,FREDENSBRO,2018,PERSONBILER + MC,2602
69,FREDENSBRO,2018,"VAREVOGNE (MAX. 3,5 t)",371
69,FREDENSBRO,2019,A+B: KØRETØJER I ALT,2805
69,FREDENSBRO,2019,A: LET TRAFIK I ALT,2668
69,FREDENSBRO,2019,B: TUNG TRAFIK I ALT,137
69,FREDENSBRO,2019,CYKLER + KNALLERTER,2876
69,FREDENSBRO,2019,CYKLER + KNALLERTER I ALT,2968
69,FREDENSBRO,2019,LADCYKLER,92
69,FREDENSBRO,2019,LASTBILER,41
69,FREDENSBRO,2019,PERSONBILER + MC,2342
69,FREDENSBRO,2019,"VAREVOGNE (MAX. 3,5 t)",326
69,FREDENSBRO,2020,A+B: KØRETØJER I ALT,3096
69,FREDENSBRO,2020,A: LET TRAFIK I ALT,2965
69,FREDENSBRO,2020,B: TUNG TRAFIK I ALT,131
69,FREDENSBRO,2020,CYKLER + KNALLERTER,3136
69,FREDENSBRO,2020,CYKLER + KNALLERTER I ALT,3280
69,FREDENSBRO,2020,LADCYKLER,144
69,FREDENSBRO,2020,LASTBILER,39
69,FREDENSBRO,2020,PERSONBILER + MC,2548
69,FREDENSBRO,2020,"VAREVOGNE (MAX. 3,5 t)",417
69,FREDENSBRO,2021,A+B: KØRETØJER I ALT,3505
69,FREDENSBRO,2021,A: LET TRAFIK I ALT,3378
69,FREDENSBRO,2021,B: TUNG TRAFIK I ALT,127
69,FREDENSBRO,2021,CYKLER + KNALLERTER,2987
69,FREDENSBRO,2021,CYKLER + KNALLERTER I ALT,3160
69,FREDENSBRO,2021,LADCYKLER,173
69,FREDENSBRO,2021,LASTBILER,35
69,FREDENSBRO,2021,PERSONBILER + MC,2952
69,FREDENSBRO,2021,"VAREVOGNE (MAX. 3,5 t)",426
69,FREDENSBRO,2022,A+B: KØRETØJER I ALT,3167
69,FREDENSBRO,2022,A: LET TRAFIK I ALT,3038
69,FREDENSBRO,2022,B: TUNG TRAFIK I ALT,129
69,FREDENSBRO,2022,CYKLER + KNALLERTER,2995
69,FREDENSBRO,2022,CYKLER + KNALLERTER I ALT,3173
69,FREDENSBRO,2022,LADCYKLER,178
69,FREDENSBRO,2022,LASTBILER,44
69,FREDENSBRO,2022,PERSONBILER + MC,2666
69,FREDENSBRO,2022,"VAREVOGNE (MAX. 3,5 t)",372
69,FREDENSBRO,2023,A+B: KØRETØJER I ALT,2982
69,FREDENSBRO,2023,A: LET TRAFIK I ALT,2851
69,FREDENSBRO,2023,B: TUNG TRAFIK I ALT,131
69,FREDENSBRO,2023,CYKLER + KNALLERTER,2599
69,FREDENSBRO,2023,CYKLER + KNALLERTER I ALT,2795
69,FREDENSBRO,2023,LADCYKLER,196
69,FREDENSBRO,2023,LASTBILER,30
69,FREDENSBRO,2023,PERSONBILER + MC,2547
69,FREDENSBRO,2023,"VAREVOGNE (MAX. 3,5 t)",304
69,FREDENSBRO ,2013,A+B: KØRETØJER I ALT,3097
69,FREDENSBRO ,2013,A: LET TRAFIK I ALT,2943
69,FREDENSBRO ,2013,B: TUNG TRAFIK I ALT,154
69,FREDENSBRO ,2013,CYKLER + KNALLERTER,3034
69,FREDENSBRO ,2013,CYKLER + KNALLERTER I ALT,3087
69,FREDENSBRO ,2013,LADCYKLER,53
69,FREDENSBRO ,2013,LASTBILER,54
69,FREDENSBRO ,2013,PERSONBILER + MC,2526
69,FREDENSBRO ,2013,"VAREVOGNE (MAX. 3,5 t)",417
69,FREDENSBRO ,2014,A+B: KØRETØJER I ALT,2832
69,FREDENSBRO ,2014,A: LET TRAFIK I ALT,2702
69,FREDENSBRO ,2014,B: TUNG TRAFIK I ALT,130
69,FREDENSBRO ,2014,CYKLER + KNALLERTER,2785
69,FREDENSBRO ,2014,CYKLER + KNALLERTER I ALT,2840
69,FREDENSBRO ,2014,LADCYKLER,55
69,FREDENSBRO ,2014,LASTBILER,35
69,FREDENSBRO ,2014,PERSONBILER + MC,2355
69,FREDENSBRO ,2014,"VAREVOGNE (MAX. 3,5 t)",347
69,FREDENSBRO ,2015,A+B: KØRETØJER I ALT,3160
69,FREDENSBRO ,2015,A: LET TRAFIK I ALT,3033
69,FREDENSBRO ,2015,B: TUNG TRAFIK I ALT,127
69,FREDENSBRO ,2015,CYKLER + KNALLERTER,3021
69,FREDENSBRO ,2015,CYKLER + KNALLERTER I ALT,3114
69,FREDENSBRO ,2015,LADCYKLER,93
69,FREDENSBRO ,2015,LASTBILER,45
69,FREDENSBRO ,2015,PERSONBILER + MC,2609
69,FREDENSBRO ,2015,"VAREVOGNE (MAX. 3,5 t)",424
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,A+B: KØRETØJER I ALT,691
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,A: LET TRAFIK I ALT,634
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,B: TUNG TRAFIK I ALT,57
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,CYKLER + KNALLERTER,573
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,CYKLER + KNALLERTER I ALT,580
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,LADCYKLER,7
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,LASTBILER,28
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,PERSONBILER + MC,464
72,INGERSLEVSGADE sø.f. Tietgensgade,2013,"VAREVOGNE (MAX. 3,5 t)",170
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,A+B: KØRETØJER I ALT,777
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,A: LET TRAFIK I ALT,720
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,B: TUNG TRAFIK I ALT,57
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,CYKLER + KNALLERTER,557
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,CYKLER + KNALLERTER I ALT,562
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,LADCYKLER,5
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,LASTBILER,28
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,PERSONBILER + MC,542
72,INGERSLEVSGADE sø.f. Tietgensgade,2014,"VAREVOGNE (MAX. 3,5 t)",178
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,A+B: KØRETØJER I ALT,662
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,A: LET TRAFIK I ALT,615
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,B: TUNG TRAFIK I ALT,47
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,CYKLER + KNALLERTER,649
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,CYKLER + KNALLERTER I ALT,658
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,LADCYKLER,9
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,LASTBILER,16
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,PERSONBILER + MC,433
72,INGERSLEVSGADE sø.f. Tietgensgade,2015,"VAREVOGNE (MAX. 3,5 t)",182
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,A+B: KØRETØJER I ALT,613
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,A: LET TRAFIK I ALT,551
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,B: TUNG TRAFIK I ALT,62
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,CYKLER + KNALLERTER,730
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,CYKLER + KNALLERTER I ALT,734
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,LADCYKLER,4
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,LASTBILER,27
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,PERSONBILER + MC,412
72,INGERSLEVSGADE sø.f. Tietgensgade,2016,"VAREVOGNE (MAX. 3,5 t)",139
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,A+B: KØRETØJER I ALT,759
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,A: LET TRAFIK I ALT,692
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,B: TUNG TRAFIK I ALT,67
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,CYKLER + KNALLERTER,539
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,CYKLER + KNALLERTER I ALT,549
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,LADCYKLER,10
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,LASTBILER,29
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,PERSONBILER + MC,519
72,INGERSLEVSGADE sø.f. Tietgensgade,2017,"VAREVOGNE (MAX. 3,5 t)",173
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,A+B: KØRETØJER I ALT,628
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,A: LET TRAFIK I ALT,569
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,B: TUNG TRAFIK I ALT,59
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,CYKLER + KNALLERTER,711
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,CYKLER + KNALLERTER I ALT,721
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,LADCYKLER,10
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,LASTBILER,24
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,PERSONBILER + MC,436
72,INGERSLEVSGADE sø.f. Tietgensgade,2018,"VAREVOGNE (MAX. 3,5 t)",133
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,A+B: KØRETØJER I ALT,663
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,A: LET TRAFIK I ALT,606
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,B: TUNG TRAFIK I ALT,57
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,CYKLER + KNALLERTER,698
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,CYKLER + KNALLERTER I ALT,714
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,LADCYKLER,16
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,LASTBILER,24
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,PERSONBILER + MC,460
72,INGERSLEVSGADE sø.f. Tietgensgade,2019,"VAREVOGNE (MAX. 3,5 t)",146
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,A+B: KØRETØJER I ALT,403
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,A: LET TRAFIK I ALT,377
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,B: TUNG TRAFIK I ALT,26
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,CYKLER + KNALLERTER,269
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,CYKLER + KNALLERTER I ALT,276
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,LADCYKLER,7
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,LASTBILER,12
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,PERSONBILER + MC,288
72,INGERSLEVSGADE sø.f. Tietgensgade,2020,"VAREVOGNE (MAX. 3,5 t)",89
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,A+B: KØRETØJER I ALT,638
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,A: LET TRAFIK I ALT,591
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,B: TUNG TRAFIK I ALT,47
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,CYKLER + KNALLERTER,645
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,CYKLER + KNALLERTER I ALT,663
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,LADCYKLER,18
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,LASTBILER,28
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,PERSONBILER + MC,452
72,INGERSLEVSGADE sø.f. Tietgensgade,2021,"VAREVOGNE (MAX. 3,5 t)",139
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,A+B: KØRETØJER I ALT,637
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,A: LET TRAFIK I ALT,593
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,B: TUNG TRAFIK I ALT,44
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,CYKLER + KNALLERTER,608
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,CYKLER + KNALLERTER I ALT,643
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,LADCYKLER,35
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,LASTBILER,27
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,PERSONBILER + MC,439
72,INGERSLEVSGADE sø.f. Tietgensgade,2022,"VAREVOGNE (MAX. 3,5 t)",154
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,A+B: KØRETØJER I ALT,499
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,A: LET TRAFIK I ALT,438
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,B: TUNG TRAFIK I ALT,61
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,CYKLER + KNALLERTER,572
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,CYKLER + KNALLERTER I ALT,600
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,LADCYKLER,28
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,LASTBILER,24
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,PERSONBILER + MC,349
72,INGERSLEVSGADE sø.f. Tietgensgade,2023,"VAREVOGNE (MAX. 3,5 t)",89
122,GAMMEL KONGEVEJ vest for Stenosgade,2013,A+B: KØRETØJER I ALT,856
122,GAMMEL KONGEVEJ vest for Stenosgade,2013,A: LET TRAFIK I ALT,813
122,GAMMEL KONGEVEJ vest for Stenosgade,2013,B: TUNG TRAFIK I ALT,43
122,GAMMEL KONGEVEJ vest for Stenosgade,2013,CYKLER + KNALLERTER,2301
122,GAMMEL KONGEVEJ vest for Stenosgade,2013,CYKLER + KNALLERTER I ALT,2340
122,GAMMEL KONGEVEJ vest for Stenosgade,2013,LADCYKLER,39
122,GAMMEL KONGEVEJ vest for Stenosgade,2013,LASTBILER,24
122,GAMMEL KONGEVEJ vest for Stenosgade,2013,PERSONBILER + MC,664
122,GAMMEL KONGEVEJ vest for Stenosgade,2013,"VAREVOGNE (MAX. 3,5 t)",149
