TS,VEJNAVN,ÅR,KATEGORI,ANTAL 8-9
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2017,A+B: KØRETØJER I ALT,1466
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2017,A: LET TRAFIK I ALT,1347
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2017,B: TUNG TRAFIK I ALT,119
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2017,CYKLER + KNALLERTER,978
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2017,CYKLER + KNALLERTER I ALT,1000
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2017,LADCYKLER,22
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2017,LASTBILER,75
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2017,PERSONBILER + MC,1212
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2017,"VAREVOGNE (MAX. 3,5 t)",135
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2018,A+B: KØRETØJER I ALT,4004
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2018,A: LET TRAFIK I ALT,3793
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2018,B: TUNG TRAFIK I ALT,211
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2018,CYKLER + KNALLERTER,1997
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2018,CYKLER + KNALLERTER I ALT,2048
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2018,LADCYKLER,51
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2018,LASTBILER,170
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2018,PERSONBILER + MC,3415
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2018,"VAREVOGNE (MAX. 3,5 t)",378
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2019,A+B: KØRETØJER I ALT,2073
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2019,A: LET TRAFIK I ALT,1967
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2019,B: TUNG TRAFIK I ALT,106
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2019,CYKLER + KNALLERTER,1103
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2019,CYKLER + KNALLERTER I ALT,1129
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2019,LADCYKLER,26
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2019,LASTBILER,89
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2019,PERSONBILER + MC,1743
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2019,"VAREVOGNE (MAX. 3,5 t)",224
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2020,A+B: KØRETØJER I ALT,1687
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2020,A: LET TRAFIK I ALT,1622
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2020,B: TUNG TRAFIK I ALT,65
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2020,CYKLER + KNALLERTER,569
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2020,CYKLER + KNALLERTER I ALT,605
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2020,LADCYKLER,36
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2020,LASTBILER,60
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2020,PERSONBILER + MC,1396
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2020,"VAREVOGNE (MAX. 3,5 t)",226
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2021,A+B: KØRETØJER I ALT,1774
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2021,A: LET TRAFIK I ALT,1684
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2021,B: TUNG TRAFIK I ALT,90
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2021,CYKLER + KNALLERTER,769
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2021,CYKLER + KNALLERTER I ALT,820
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2021,LADCYKLER,51
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2021,LASTBILER,83
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2021,PERSONBILER + MC,1471
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2021,"VAREVOGNE (MAX. 3,5 t)",213
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2022,A+B: KØRETØJER I ALT,1896
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2022,A: LET TRAFIK I ALT,1762
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2022,B: TUNG TRAFIK I ALT,134
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2022,CYKLER + KNALLERTER,1069
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2022,CYKLER + KNALLERTER I ALT,1127
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2022,LADCYKLER,58
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2022,LASTBILER,104
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2022,PERSONBILER + MC,1593
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2022,"VAREVOGNE (MAX. 3,5 t)",169
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2023,A+B: KØRETØJER I ALT,1968
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2023,A: LET TRAFIK I ALT,1894
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2023,B: TUNG TRAFIK I ALT,74
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2023,CYKLER + KNALLERTER,1107
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2023,CYKLER + KNALLERTER I ALT,1186
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2023,LADCYKLER,79
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2023,LASTBILER,60
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2023,PERSONBILER + MC,1708
717,KALKBRÆNDERIHAVNSGADE n.f. Indiakaj,2023,"VAREVOGNE (MAX. 3,5 t)",186
